score,title,likereview,dislikereview,country,rometype,intimelong,people,inrometime,reviewtime,help_vote,unhelp_vote
10,The best,Everything,,United Kingdom,Deluxe Single Room,3 nights ·,Solo traveller,August 2021,9 August 2021,,
10,Exceptional,"This is a hidden gem. Amazing little hotel tucked away from the main road, walking distance to Paddington. Room was small but very inteligently organized. Very clean. 24hrs water, coffee and tea. Super cute and with very friendly staff.",,United States,Deluxe Single Room,1 night ·,Solo traveller,August 2021,9 August 2021,,
10,Exceptional,Everything!,Nothing!,United Kingdom,Deluxe Double Room,1 night ·,Solo traveller,August 2021,6 August 2021,,
10,Best stay in London,"Everything was amazing, the staff was very kind and answered to all my requests. The place is amazing, great location, they have a sauna and a gym that you can book in advance. The room is super clean, tidy and minimalist as I like it. Special thanks to Ioana, Angelo and Flavia x",Nothing,United Kingdom,King Room,6 nights ·,Solo traveller,July 2021,3 August 2021,,
10,The front desk people were so helpful and nice!,Loved our room it was a little small but everything is so organized that it didn't make a difference,,United States,King Room,3 nights ·,Family,July 2021,2 August 2021,,
10,it was rlly good we enjoyed it a lot,really welcoming and helpful staff,the maps took us to the wrong place,United Kingdom,Deluxe Double Room,1 night ·,Group,August 2021,1 August 2021,,
10,Beautiful cosy place,"The lady in reception was very helpful, The room was small but cosy i loved all the nature related things in the room, Having charging cables in the room was nice and presntation was amazing",The gym is very small and only one person can use at a time due to covid. The bicycles were not available for use.,Saudi Arabia,Deluxe Single Room,2 nights ·,Solo traveller,July 2021,28 July 2021,,
10,RELAXED,"very quiet, nice location and great facilities! The staff were amazing and welcoming:)",Hard to give a bad thing about this place but if I had to pick anything probably just to have the breakfast included with the room deal would be nice.,United Kingdom,Deluxe Single Room,3 nights ·,Solo traveller,July 2021,28 July 2021,1,
10,Exceptional,"Beautiful hotel, clean and fresh",Room was pretty small,United Kingdom,Deluxe Double Room,2 nights ·,Group,July 2021,27 July 2021,,
10,Will become a regular!,"Honestly - this is by far my fave hotel in London! And such good value for money! I love the Scandi decor. The bed is super comfy, shower amazing, coffee is goooood and the staff are so friendly. The location is also great! Will definitely be visiting again",,United Kingdom,Deluxe Double Room,1 night ·,Solo traveller,July 2021,25 July 2021,,
10,Very clean and tidy hotel. Great value for money.,Very clean and tidy. Bedding was exceptionally clean. Staff were at front desk 24hrs a day and very unintrusive. Air conditioning was very good.,The shower water temperature sometimes took ages to warm up.,United Kingdom,Deluxe Double Room,3 nights ·,Solo traveller,July 2021,23 July 2021,,
10,Exceptional,"Great location, amazing staff - Sorrel was super helpful. Room was perfect and mattress very comfortable. Really lovely decor, highly recommended.",Nothing much! There's no hair conditioner in the bathroom but that's it :),United Kingdom,King Room,1 night ·,Solo traveller,July 2021,22 July 2021,,
10,Great Stayy,"Clean, friendly and free sparking mineral water on tap.",,United Kingdom,Deluxe Double Room,1 night ·,Solo traveller,July 2021,20 July 2021,,
4.0,Disappointing,"It was a clean hotel, the staff were very friendly and helpful. Complained about our initial room and the staff couldn’t do more to move us.The second room was great as it was in the basement and had a sky light which was novel.","Our first room was a nightmare. It was very small for two people but more importantly you could hear every footstep from the floor above. The pipes went round the back so any time the room above flushed or turned on the taps you would hear the pipes. As we were in the first floor, we heard everyone walking passed the room and every conversation. The room was boiling and the air con was so loud I couldn’t have it on. So we complained and moved. The fire alarm also went off.The second room was better but the walls are so thin. We could hear a conversation between two other guests word for word at 2am. The fire alarm went off again. If it wasn’t for the first room I would have scored the hotel as a 7 or 8.",United Kingdom,Deluxe Double Room,2 nights ·,Couple,July 2021,18 July 2021,,
10,Exceptional,"One of the best value hotels I’ve found in London. Clean, quiet and relaxing with friendly, helpful staff and an outstanding breakfast.",,United Kingdom,King Room,1 night ·,Solo traveller,July 2021,18 July 2021,,
10,Sanctuary near Hyde Park,"The room was perfect for my solo trip. The bed was so comfy I had two of the best night sleeps for a while!! The shower was amazing too. The library offered a quiet change of scene and nothing was too much for the staff, who were so friendly and just lovely. If I had more time I would have tried the other facilities on offer… worth a trip back!",N/A,United Kingdom,Deluxe Single Room,2 nights ·,Solo traveller,July 2021,18 July 2021,,
10,Perfect spot…,"Everything was perfect! Spotlessly clean, lovely staff, beautiful relaxed atmosphere and great location.",,United Kingdom,Deluxe Double Room,3 nights ·,Couple,July 2021,13 July 2021,,
10,Love this hotel,"A calming, zen hotel that is perfect for a work trip when you want some peace.The breakfast is perfect and really healthy.",,United Kingdom,Deluxe Double Room,5 nights ·,Solo traveller,July 2021,9 July 2021,,
10,Like a wellness retreat in London!,Amazing facilities! Beautifully designed and decorated! Friendly and kind staff!,,United Kingdom,King Room,1 night ·,Couple,July 2021,6 July 2021,,
10,Exceptional,"Friendly Staff , clean , and perfect location .",,United Kingdom,King Room,3 nights ·,Couple,July 2021,5 July 2021,,
10,Wonderful,"Friendly Staff, facilities, lovely food and room",Nothing no complaints,Ireland,Deluxe Double Room,2 nights ·,Family,July 2021,3 July 2021,,
10,Exceptional,Everything from the entrance to the exit was great.,Nothing everything was great.,United Kingdom,King Room,1 night ·,Family,June 2021,2 July 2021,,
10,Johanna was very nice and sweet and offered my girlfriend a mask as she nearly got fined £200 for not having one. Best h,"Location, vibes, cleanliness . Everything",Nothing,United Kingdom,Deluxe Double Room,3 nights ·,Solo traveller,June 2021,1 July 2021,,
10,Exceptional,Amazing space and atmosphere. Great stopover choice for Heathrow Airport via Paddington.,Nothing,United Kingdom,King Room,2 nights ·,Couple,June 2021,30 June 2021,,
10,Lovely staycation in the heart of London.,"Had the loveliest staycation at Inhabit. The hotel is superbly decorated, the staff all lovely and always happy to help. Loved the water station on every floor. Room was super clean and the bed one of the comfiest ever. Would definitely stay again!",Breakfast was lovely but to be fair options were a bit limited for both drinks and food.,United Kingdom,King Room,2 nights ·,Solo traveller,June 2021,28 June 2021,1,
10,Exceptional,Mirror,,United Kingdom,Deluxe Twin Room,1 night ·,Group,June 2021,26 June 2021,,
10,Excellent boutique hotel,"Loved the bedroom, location is brilliant, loads of cafes, for places nearby, has a really lovely little gym which is available on booking and includes a peloton bike with sessions. Loved the water bottles given in the room and, the price for the room in a lovely location.",Nothing,United Kingdom,Deluxe Double Room,1 night ·,Solo traveller,June 2021,26 June 2021,,
10,Exceptional,Absolutely gorgeous hotel and the staff could not be any more helpful especially the guy on the front desk (with brown hair and maybe glasses?). Such a calming place with stylish decor and ridiculously comfy beds! Gorgeous infrared sauna room too after a day of exploring! Would 10/10 stay again!!,Nothing!,United Kingdom,Deluxe Double Room,3 nights ·,Couple,June 2021,25 June 2021,,
10,Exceptional,"The environment friendly style, and the very friendly staff.",,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,June 2021,22 June 2021,,
10,Exceptional,Lovely team and very accommodating!,,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,June 2021,21 June 2021,,
10,Exceptional,Lovely staffTasty breakfast6 min walk to Paddington StationComfy bed!,Would like to have known about spa on arrival - booked last min so didn't check all the details and would have used the sauna if I had known! But this is minor.Kettle in the room would be greatBreakfast included would have been an added bonusCould hear noise above at times but quiet towards evening time,United Kingdom,Deluxe Double Room,1 night ·,Family,June 2021,20 June 2021,1,
10,Highly recommend,Perfect and nice and clean staff can't do any more for you,,United Kingdom,Deluxe Twin Room,3 nights ·,Solo traveller,June 2021,19 June 2021,,
10,Exceptional,A very special and beautiful hotel.,,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,June 2021,17 June 2021,,
10,Weekend London Break,"The location is perfect, the staff are truly hospitable and friendly, they go above and beyond - they are assets to the company. The breakfast is awesome - I recommend a portion of love. And the mattress is SO comfortable",,United Kingdom,Deluxe Double Room,2 nights ·,Couple,June 2021,16 June 2021,,
10,"A secret gem - clean, zen, eco - a boutique oasis hotel!","So unexpected for the Paddington area - this is a really modern, clean, zen, boutique hotel. Like a luxury spa but for an affordable price point. Special thanks to reception staff Ioana and Stuart for being so accommodating and friendly!",Nothing. It was such a pleasant surprise.,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,June 2021,11 June 2021,1,
10,My home away from home.,A beautiful elegantly designed hotel. Friendly and helpful staff.,I didn’t realise that I had to fill up the water in our room myself,United Kingdom,Deluxe Double Room,2 nights ·,Family,June 2021,6 June 2021,1,
10,Exceptional,,The room was very nice and clean,United Kingdom,Deluxe Twin Room,1 night ·,Group,May 2021,1 June 2021,,
10,Best hotel I have ever stayed in,"Incredible and warm welcoming environment! The place has so many cool facilities (sauna, Peloton bike, yoga mats, cute and relaxing reading space) nice personal touches and new, modern and clean space !I have never felt that much at home anywhere I have been! The staff is friendly, helpful and they care about you!Very central, close to three key underground stations.",Couldn’t have been better,United Kingdom,Deluxe Double Room,5 nights ·,Solo traveller,May 2021,28 May 2021,,
10,My secret place,Everything is great in this hotel,,United Arab Emirates,King Room,3 nights ·,Solo traveller,October 2020,25 October 2020,,
10,From the best hotel that I stayed in london,I liked the room it’s was so clean they come and clean it everyday the stuff was helpful and the location was great their was a bus stop beside the hotel like 1 min walking and train station like a 6 mins walking and the cookies down in the lobby was delicious and their are yoga and meditation classes in the hotel you have to try them .,,United Arab Emirates,Deluxe Double Room,7 nights ·,Solo traveller,March 2020,2 June 2020,,
10,Exceptional,"It is stylish and cosy. Very clean, comfortable and excellent value for money.",Our room was in the basement. We didn’t know it before arrival. That’s why we couldn’t get some fresh air. Also in the room was a little bit cold and the floor was very cold.,Latvia,Deluxe Twin Room,3 nights ·,Family,March 2020,14 May 2020,1,
10,Stay in London feels like a home,"I like the design interior of the hotel, minimalis, functional and eco friendly. The room was clean and comfort with large enough space and very efficient furnitures. They gave us some fasilities beyond our expectation such as 24 hrs coffee and tea for guests, free drinking water, free snacks bar and fruits. The location was perfect, near Paddington train station and St Mary Hospital Bus Stop. As a moslem, I really like the neighbourhood because it was easy to find halal food around this hotel. The staff were very friendly, nice and helpful. Definitely want to recommend this hotel to my relatives.",Nothing.,Indonesia,Deluxe Double Room,3 nights ·,Couple,March 2020,13 March 2020,1,
10,"Well thought out, modern, clean, fresh and a great ethos, I would recommend.","The design and ethos of the hotel is very on trend and well thought out. There was a clear emphasis on reducing waste and plastic, whilst being as environmentally friendly as possible. The interior design is contemporary and modern with a clean and refreshing feel. The rooms were equally clean and fresh with very comfortable bed and pillows. I had a fantastic sleep every night (during my 4 nights 5 day stay). The bedroom furniture is well designed for the compact space.Within the hotel the library is a nice space to sit and relax or contemplate some work, along with some other nice breakout ares to switch off or relax. The staff were all very pleasant and helpful. I will most definitely be returning to this hotel on my next visit to London.","The double room was quite compact, but the well designed furniture worked well and as a solo traveller it was more than ample. Besides most of the time was spent exploring the city and sitting in the breakout areas.",United Kingdom,Deluxe Double Room,4 nights ·,Solo traveller,March 2020,13 March 2020,,
10,Exceptional,"-great stylish place, clean and makes you feel like home! Loved the yoga classes and sauna.",,Netherlands,Deluxe Single Room,2 nights ·,Solo traveller,March 2020,8 March 2020,,
10,Exceptional,New and well maintained. Bed really comfyVery helpful staff .. carried my bags and found me a taxi on the morning,,United Kingdom,Deluxe Double Room,1 night ·,Solo traveller,March 2020,5 March 2020,,
5.0,Nice communal areas but tiny rooms not good value for money,"The reception and communal areas were lovely, very fresh, smelt amazing and were designed to a very high quality and the staff were incredibly helpful and attentive.","Our room was terrible, extremely cramped and it didn't have a window. I've stayed in many places in the area and paid similar prices and the rooms have always been much better. Extremely disappointing. Also our sleep was disrupted by an emergency green light which was above the bed and was so bright that we could barely sleep. On top of that the hotel was noisy cleaners banging the doors at early hours on Sunday and as well as this a fire alarm went off at 8.30am meaning we got up ready to evacuate and then it went off a couple minutes later. It was almost like it was deliberate to wake guests up. Overall i wouldn't say the hotel is good value for money and i wouldn't stay here again.",United Kingdom,Deluxe Double Room,1 night ·,Couple,March 2020,2 March 2020,,
10,Exceptional,"Incredible staff, great value for money and a really unique stay in a good location.",,United Kingdom,Deluxe Double Room,1 night ·,Solo traveller,February 2020,1 March 2020,,
10,"A very Eco friendly, cute hotel with lots of extras like yoga and a amazing cafe. Staff is The Top",My husband and I were at the end of our holiday and arrived early without an early check-in arrangement. They put us in our cleaned room right away. I also have food allergies and the cafe was excellent for vegan and finding something you could enjoy.,If my husband and I were staying more then one night we would have opted for a larger room. The room was small and not much room for our bags. We were walking over our suitcases. Now if we didn't have bags the size would have been fine. We love so many things about the hotel.,United States,Deluxe Double Room,1 night ·,Couple,February 2020,28 February 2020,,
10,Exceptional,I loved everything about this hotel,,United Kingdom,King Room,1 night ·,Couple,February 2020,26 February 2020,,
10,Exceptional,"Just perfect, no plastic, eco, super nice and friendly. Totally in love",Any complain,Spain,Deluxe Twin Room,3 nights ·,Group,February 2020,25 February 2020,,
10,Exceptional,Clean and calm,Check in not flexible,Canada,Deluxe Double Room,4 nights ·,Solo traveller,February 2020,25 February 2020,,
10,thank you all i will come again,"very clean and new , all staff is nice and smiling , very flexible thanks to Angelo who have helped me a lot",,United Arab Emirates,Deluxe Single Room,1 night ·,Solo traveller,January 2020,25 February 2020,,
10,Exceptional,"I stain this hotel very frequently .. Everything is lovely .. the location is brilliant  , the staff are very friendly &amp; polite , the rooms are modern &amp; z beds are very comfy  .",Nothing really .  Can’t fault the place .,United Kingdom,Deluxe Double Room,1 night ·,Couple,February 2020,24 February 2020,,
10,Excellent qwerky hotel,The rooms were great and loved the relaxed atmosphere,Breakfast was expensive and breakfast staff could have been more helpful,United Kingdom,King Room,1 night ·,Couple,February 2020,24 February 2020,,
10,Absolutely delightful stay !,"I was so happy with my stay with inhabit. Staff are all super friendly and helpful. Rooms are super cute, love the scandi vibe. Facilities are all great - free yoga and meditation pods, what more could you ask for really. Just wish I hadnt been working so could enjoy it more.",,United Kingdom,Deluxe Double Room,1 night ·,Solo traveller,February 2020,21 February 2020,,
10,Would stay again and will recommend to all my friends and colleagues.  Cracking hotel.,Staff and hotel exceptional value for money.  Very boutique.  Loved it,Loved everything,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,January 2020,19 February 2020,,
10,Great Hotel &amp; Value for money,"Great room, great service, great location, great staff and perfect design.","Nothing, all great",United Kingdom,Deluxe Twin Room,1 night ·,Group,February 2020,18 February 2020,,
10,Exceptional,Clean and eco friendly!,Nothing!,United Kingdom,Deluxe Twin Room,2 nights ·,Family,February 2020,18 February 2020,,
10,A breath of fresh air,I love every single thing about this hotel,Nothing,Ireland,Deluxe Double Room,2 nights ·,Solo traveller,February 2020,13 February 2020,,
10,Exceptional,"There is no single thing I didn’t like about this place. It’s an awesome retreat- oasis in busy London. Rooms are modern, clean (they also smell nicely) and larger than properties you can normally find in London for this price. Free tea/ coffee/ sparkling &amp; still water/ fruits. Amazing &amp; healthy breakfast. Incredible library- perfect for work and relaxation. And yoga classes. Will definitely come back many- many times !",,Spain,Deluxe Double Room,2 nights ·,Solo traveller,February 2020,10 February 2020,,
10,Exceptional,Friendly staff and very nice room,,Canada,Deluxe Double Room,1 night ·,Solo traveller,February 2020,10 February 2020,,
10,Fantastic stay.,"Hotel was beautiful from the outside to every little detail inside. The staff are fantastic and extremely attentive. A special thanks to the male concierge, he was very polite and was always around to make everything run smoothly. Our room was lovely the bed was very comfortable and TV had a great choice of channels. We were offered to join in to the well being schedule however, we didn’t manage but it looked great. The location was great very easy to travel to Watford for the Harry Potter studios, into central London and also we took the national line bus (return) from/to Luton straight to Paddington which was great value for money. All in all a fantastic hotel, beautifully looked after by the staff and everything we could of wished for a short trip.",Nothing.,United Kingdom,Deluxe Double Room,2 nights ·,Couple,February 2020,5 February 2020,,
10,"Excellent, will certainly stay again the next time I am in London for business","Great staff, friendly, very approachable, fully explained the set up. Walked to room on arrival, complementary water, tea and fruit. Great facilities for business meeting.",Small room.,Ireland,Deluxe Single Room,2 nights ·,Solo traveller,February 2020,5 February 2020,,
10,Exceptional,"Location was so great, close to paddington station, room was small but really well designed, and staff were all excellent!",,Australia,Deluxe Double Room,2 nights ·,Couple,January 2020,5 February 2020,,
10,"Great location, customer service and overall stay","The service, the comfort of the room, lovely bed and clean facilities","Only critique would be the room size, we stayed in a double that was really small but it was very clean and comfortable.",United Kingdom,Deluxe Single Room,2 nights ·,Group,February 2020,4 February 2020,,
10,Exceptional,Everything was perfect,Nothing else,Pakistan,King Room,3 nights ·,Solo traveller,February 2020,4 February 2020,,
10,Brilliant place to stay. We will visit it again!,Very relaxing atmosphere of the hotel. Very friendly staff. The room is very well designed. Sustainable and eco friendly approach.,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,February 2020,4 February 2020,,
5.0,"Extremely small room, air conditioning turn off centrally at 10pm by the hotel...",The staff is very friendly and extremely helpful!!Room is clean and modern.,"The room is extremely small (deluxe double room) even in London standard specially in a 4* hotel, you couldn't even put your luggage on the floor and open...Top of that they turn off centrally the air conditioning at 10pm evey night...Safety box small for laptop over 13""...Room is clean and refurbished, but the bed extremely soft...",United Kingdom,Deluxe Double Room,4 nights ·,Solo traveller,January 2020,1 February 2020,,
10,Exceptional,Great atmosphere. Very pleasant stay,,United Kingdom,Deluxe Double Room,2 nights ·,Solo traveller,January 2020,31 January 2020,,
5.0,Passable,There is a sparkling water tap located in the hotel. Loved that,"I understand the need these days to be 'Green' and I applaud this hotel for trying to be like that. But in the sense of being green to the point that it results in lacking things needed for a comfortable stay, that is an issue. I stayed in a single room. The bathroom was small and the toilet is about 6 inches from the shower glass. very cramped No tea and coffee making facilities in the room, you have to go to the lobby for a coffee. I asked for toothpaste, but apparently that's not 'Green' So had to walk half a mile to Tesco in the rain. If you're going to remove the 'Non-Green' items then maybe come up with some environmentally friendly items to have in the hotel for guests. The single room is very small. The bed wasn't that comfortableThe staff was fantastic.   The gym is tiny and should only be used by one person at a time The infrared sauna was great!",United Kingdom,Deluxe Single Room,3 nights ·,Solo traveller,December 2019,30 January 2020,,
5.0,"Convenient, friendly, good atmosphere but very small room","Staff were very helpful. Quality of accommodation fixtures, fittings etc was  excellent and bed very comfortable. Location very good. But my single room was tiny; bed on a raised platform and small desk at bottom of bed where I  was cramped in as I had to do some work in the evening. It was about size of a small box room- I am only 5ft and 8st- don't book a single room if you are bigger than that!","Breakfast was poor for £15. I could hardly find anything (I wanted ) to eat on the continental breakfast. Toast burned in the toaster (no way of adjusting it),  cereal like cardboard, I tried the pastries but they stuck to my mouth like glue, no juice. other items looked like vegan foods to me ( no objection but that's not what I like in the morning.  If I had known what was available I would not have booked the continental breakfast but would have had a poached egg.",United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,January 2020,30 January 2020,,
10,Exceptional,Above mentioned 👌👌👍👍,Outstanding check in I ever experienced.. All the staff where exceptional. Felt famous.. Could not do enough. Every one has amazing attitude and character..Thank you xx Stephanie cowdell Liverpool,United Kingdom,King Room,1 night ·,Solo traveller,January 2020,23 January 2020,,
10,"Felt like my second home, absolutely over my expectations!",Everything was excellent. From the amazing staff that are so welcoming and friendly and helpful in any situation to the freshly baked cookies everyday :D It was just absolutely amazing. Iäve stayed at the most expensive hotels but this hotel is not just small and beautiful it honestly is amazing for its price compared to other filthy hotels you can get for this price. It honestly is fantastic and I hope everything stays exactly the same it is.,"The shower took long to get warm and the rooms were often cold, however it didn't bother us too much as the faciltities and amenities were just fantastic!",Germany,Deluxe Double Room,3 nights ·,Group,January 2020,22 January 2020,,
10,Exceptional,Beautiful interior design with lots of natural finishes. Cozy and inviting feel.,There was no kettle for making tea or coffee in the room. But they do offer complimentary of each in the lobby.,United States,Deluxe Double Room,4 nights ·,Solo traveller,January 2020,22 January 2020,,
10,Exceptional,"Location is perfectly,staff were very nice and always smiling and cooperative",None,Saudi Arabia,Deluxe Double Room,1 night ·,Couple,January 2020,21 January 2020,,
10,What a find!,An amazing boutique eco hotel. Lovely rooms great staff and amazing value.,,United Kingdom,Deluxe Double Room,1 night ·,Couple,January 2020,19 January 2020,,
10,Exceptional,Good location just 10 minutes from Paddington. Really friendly staff and helpful. Really comfy bed!,,United Kingdom,Deluxe Double Room,1 night ·,Couple,January 2020,19 January 2020,,
10,Exceptional,"This hotel was so beautiful! All the little touches were amazing. We both did the complimentary meditation in the morning and I got to do a yoga class which was well needed after a hectic few days. The beds were SO comfy. All the staff were super friendly and helpful. I’d really recommend staying here to anybody looking for a smaller, boutique style hotel. Thanks for a lovely stay!","The only negative I would say is that we were in the downstairs room next to a staff entrance that was used a smoking area. The smoke smell did come in to our room a few times and in the early hours, conversations around there did keep me awake because it was right outside our bedroom. I’d definitely try and find a way to rectify that.",United Kingdom,Deluxe Double Room,2 nights ·,Couple,December 2019,18 January 2020,,
10,"Stylish, beautiful and calm",What a lovely hotel! The decor was beautiful both in the common areas but the room too- fabulous bed and bathroom with plenty of storage and room.Loved all the REN toiletries and bathrobe too...Wonderful welcome and healthy but tasty breakfast....,It was a little cold in the room so I had to use the mobile electric radiator and the shower took ages to get hot- once it did it was wonderful.,United Kingdom,Deluxe Double Room,2 nights ·,Solo traveller,January 2020,13 January 2020,1,
10,Exceptional,It was very clean with little extras the staff were very helpful and polite.Will definitely return there.,,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,January 2020,13 January 2020,,
10,Great stay,"Very welcoming staff, room was small but very nicely decorated so it made use of every bit of space. Great price for location, close to Paddington. We left Paddington, 5 minutes later we left our bags at the hotel and then started exploring London.  We were too comfy in the room to go down for breakfast, so we did not try it. Will book again!",,United Kingdom,Deluxe Double Room,1 night ·,Couple,December 2019,12 January 2020,,
10,lovely experience,staff were very helpful and accommodating. Best ive come acrosshotel is very clean and modern,,South Africa,Deluxe Double Room,7 nights ·,Couple,January 2020,9 January 2020,,
10,"For a quality stay walking distance to Paddington station, stunning value for money. A lovely hotel.","For the location, a stunning price. Beds super comfy. Didn't eat breakfast but the dining area looked lovely.",Nothing.,United Kingdom,Deluxe Double Room,1 night ·,Couple,December 2019,6 January 2020,,
10,Exceptional,The staff was excellent. Very friendly and accommodating.,,United States,Deluxe Double Room,1 night ·,Solo traveller,December 2019,5 January 2020,,
10,Exceptional,excellent elegant,the water bottle has weird taste ..,Oman,Deluxe Single Room,3 nights ·,Solo traveller,December 2019,3 January 2020,,
10,Exceptional,Excellent all round. Little gem,,United Kingdom,Deluxe Double Room,1 night ·,Family,January 2020,1 January 2020,,
6.0,Pleasant,"The hotel is located near Paddington station. The room was spotless, and the staff was really kind and friendly. The bad was comfortable and cozy, I like it.","The room is small. There is no coffee/tea in the room, you need to go downstairs by the reception to grab your cup of coffee. The thing that most bothered me was how noisy the room was. You could hear everything from the street and the rooms above and next door: voices, steps, a fan from the bathroom, literally everything.",Serbia,Deluxe Single Room,5 nights ·,Solo traveller,October 2022,23 October 2022,,
5.0,rooms not as advertised.,good location,"just an advisor to future guests, they say their king rooms are 15m2 and the pictures they use to advertise reflect this claim. My room was barely big enough to fit the bed in - which was more like a queen than a king size, as I now see a past guest has also complained about. the woman at the desk in the morning was very nice and apologetic and did refund me 30% but ultimately I booked a larger room for a reason and it wasn’t the money that bothered me; it was not having the space. If I had been travelling with my husband it would have been a disaster.",United Kingdom,King Room,1 night ·,Solo traveller,October 2022,23 October 2022,,
5.0,"ok , wouldn’t recommend for the ££","location is great , v modern , clean","pillows were horrible, it’s not a budget hotel, £250 a night I would expect down/feather pillows, they were hard and lumpy",United Kingdom,Deluxe Double Room,1 night ·,Solo traveller,October 2022,21 October 2022,,
5.0,Passable,clean.,Rooms in the basement.....,Denmark,King Room,4 nights ·,Family,October 2022,21 October 2022,,
10,Exceptional,Modern and clean rooms.  Near Train Station and Bike Rentals.  Restaurant is VEGAN.,,Guatemala,King Room,5 nights ·,Couple,July 2022,13 October 2022,,
3.0,This is my second stay at the hotel and will be my last. I was last here just as London was going into lockdown and spen,It’s an efficient space.,The staff are not trained to be in a hospitality setting.,United Kingdom,Deluxe Double Room,3 nights ·,Couple,October 2022,10 October 2022,,
6.0,Pleasant,Liked the idea and ethos.,Just not quite on the money! Ie expensive but not quite cool enough with the quality to carry it off,United Kingdom,Deluxe Double Room,1 night ·,Couple,August 2022,1 October 2022,,
6.0,It’s a shame about the bedrooms.,"Location is good. Friendly staff.Really nice library room, very welcoming decor in public areas.Fruit. Dealt with issues on checkout very well.","Bed in corner of room, can’t walk round it.  Felt hemmed in. Lack of plug sockets, not ideal for work.  Needs maintenance - coat hooks loose, wallpaper lifting.Really missed tea &amp; coffee facilities in the bedroom.",United Kingdom,Deluxe Double Room,2 nights ·,Solo traveller,September 2022,30 September 2022,,
3.0,Have nothing special to say really.,okey location.,"totally different from pictures that the hotel advertise with, shocking. Beds are good, smallest deluxe room that I have ever seen.",Iceland,Deluxe Double Room,3 nights ·,Group,September 2022,19 September 2022,,
4.0,Disappointing,eco friendly,air conditioning didn’t work very well and toilet kept running the whole night. at one point there was no water out of the tap for about an hour.,United Kingdom,Deluxe Double Room,2 nights ·,Couple,September 2022,16 September 2022,,
2.0,A disappointment,the room was clean and the toiletries were nice,"My room was on the lower ground floor and had no window - this isn't stated anywhere in the description of the rooms.  There was also nowhere to hang up any of my clothes, not even a hook on the bathroom door.  The room was more like a cell than a hotel room and no amount of yoga sessions or free sparkling water would help me overlook that.",United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,September 2022,14 September 2022,,
5.0,Not valuable,decoration and staff,The room is too small compared with the price,United Kingdom,Deluxe Single Room,3 nights ·,Solo traveller,September 2022,14 September 2022,,
6.0,not great,arrived early and the room was ready,"room was very small for 2 people, plus noise during the night.  no plug socket near the bed so has to go down to reception for extension so I could plug in a cpap machine and did not get a very warm reception.",Australia,King Room,1 night ·,Group,September 2022,3 September 2022,,
6.0,Pleasant,clean and fresh,"room was way too small, double bed against wall so no access that side",Australia,Deluxe Double Room,2 nights ·,Couple,August 2022,30 August 2022,,
2.0,Given smaller room while paying for Deluxe Room. Staff very rude and not supportive.,pretty much nothing this time.,"I had booked a Deluxe Double room with specific room size of 12 sqm. Instead i was given the smallest double room they have, in my estimate the room i was given was not more than 7sqm (i took photos of it to prove). Room number was 11 on the ground floor.When asked about the mismatch i was told that this was the only room they had and that was it. So i paid extra for nothing.Terrible customer service and borderline illegal.",Ireland,Deluxe Double Room,1 night ·,Solo traveller,August 2022,29 August 2022,,
6.0,Pleasant,cozy and quiet location,One of the staff seems to be unprofessional and needs some customer service training. I felt unwelcomed by him.,Saudi Arabia,Deluxe Single Room,6 nights ·,Solo traveller,July 2022,26 August 2022,,
4.0,Disappointing,,Fire alarm went off about 4 times while we were thereRoom not what was advertisedRoom was dirty upon arrival,Australia,Deluxe Double Room,4 nights ·,Couple,August 2022,22 August 2022,,
10,Exceptional,"The room, Staff, the food at breakfast",,Israel,Deluxe Double Room,2 nights ·,Couple,August 2022,21 August 2022,,
6.0,Pleasant,room was clean and location is good,The room is too small and the corridors are really small and full of stairs,Saudi Arabia,Deluxe Double Room,1 night ·,Family,August 2022,21 August 2022,,
6.0,liked the hotel and location. staff good - there were lots of them.,"modern, clean , good location",single bedroom/bathroom very cramped,United Kingdom,Deluxe Single Room,2 nights ·,Solo traveller,August 2022,19 August 2022,,
5.0,lovely little place with great potential but needs more training of vibe and philosophy/ culture into staff and atmo,theme / vibe,a little over cluttered - with small rooms / minimalistic vibe there shouldn't be too much. maximize on the simplicity the rooms without natural light are horrible,Jersey,Deluxe Single Room,1 night ·,Group,August 2022,14 August 2022,,
6.0,"Lovely hotel facilities, shame about some of the staff.",I liked the general calmness on arrival. The atmosphere was good.,"Morning staff far too noisy. I was woken at 6 am by staff having loud discussions I couldn’t hear what  they were saying but v loud. I asked one member of the front of house team, if I could have some fresh water for my Childs plastic refillable water bottle. He seemed fairly clueless and when he showed me to the water he filled it with boiling water which then melted it. My daughter was very upset about this and we had to share a bottle and bye single use plastic bottles for the way home.",United Kingdom,Deluxe Double Room,1 night ·,Family,August 2022,11 August 2022,,
