score,title,likereview,dislikereview,country,rometype,intimelong,people,inrometime,reviewtime,help_vote,unhelp_vote
10,Exceptional,"Staff were kind,courteous and very professional.",,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,January 2022,29 January 2022,,
3.0,Would not recommend.,Location was great,Room was tiny and had the cleaner's bucket outside my room for the entire stay - I assume as they had nowhere else to store it. I paid GBP200+ per night for a single bed in a tiny room looking at a brick wall through the window. Incredibly expensive for what was little more than a bedsit.,United Kingdom,Deluxe Single Room,2 nights ·,Solo traveller,December 2021,29 January 2022,,
10,Fantastic stay will be back,Great location 3 minutes walk to the tube,,United Kingdom,Club Double Room,2 nights ·,Solo traveller,January 2022,29 January 2022,,
10,Exceptional,At the reception. The smiles from the staff there. Celina and Irfan were both delightful. The bed was massive and the room had all the neccessary needs. Would certainly stay again.,,United Kingdom,Compact Double Room,1 night ·,Solo traveller,January 2022,28 January 2022,,
6.0,Pleasant,The location was great for us. Less than 10 minutes walk to where we needed to get to. Paddington station was very near too. The staff were really friendly. Especially Irfan and Anna who were really friendly. Breakfast was great!,The room that I stayed in was not cleaned thoroughly. It was quite dusty and the floor was not cleaned properly. Right outside of the room was a big air con unit which was also very noisy all night long. The room key was also temperamental,United Kingdom,Compact Double Room,1 night ·,Family,January 2022,27 January 2022,,
10,Real 5stats hotel,"Friendly and professional staff Easy to find hotel My room upgraded by lady In reception, Very professional manner. Thanks chilworth team . See you soon .100 % recommendation .",,United Kingdom,Compact Double Room,1 night ·,Solo traveller,January 2022,26 January 2022,,
10,a huge surprise ! the staff were off the scale brilliant,v creative design v unique,needs a tiny bit of maintenance but it’s brilliant otherwise,United Kingdom,Compact Double Room,1 night ·,Solo traveller,January 2022,24 January 2022,,
10,"amazing birthday stay, staff went above and beyond decorated the room beautifully and made sure I was comfortable.","very clean and friendly staff, also smells amazing when you walk into the hotel. complimentary fruit and chocolates on arrival.",,United Kingdom,Compact Double Room,1 night ·,Couple,January 2022,24 January 2022,,
10,Exceptional,Very clean and tidyRooms are great - high standard of finish,,United Kingdom,Deluxe Twin Room,2 nights ·,Group,January 2022,23 January 2022,,
10,Exceptional,"Very comfortable, excellent location and very good value for money. The staff are also very friendly.",Nothing,Egypt,Deluxe Single Room,5 nights ·,Solo traveller,January 2022,22 January 2022,,
10,Exceptional,"Daniel was fantastic, the staff was highly professional",,United States,Deluxe Single Room,14 nights ·,Solo traveller,January 2022,22 January 2022,,
10,"Beautiful room, friendly staff, exceptional value.","The staff were incredibly friendly, and when they found out it was a special occasion they really looked after us :) It was our second stay, once for business and this time for a quick trip down to go to the theatre.They’ve got onsite parking and it’s super easy to drive to!","There is a bit of wear and tear in both the rooms we stayed in, but they’re still super clean and comfortable so it’s really not a big deal to us!",United Kingdom,Club Double Room,1 night ·,Couple,January 2022,22 January 2022,,
10,Absolutely perfect,"Absolutely excellent location, wonderful staff, great breakfast. We stayed in a “compact room”, and while the bathroom wasn’t too small, the bedroom had little space for 2 people to get changed. BUT the price was so good we didn’t mind at all. There was a fridge, microwave, big TV and everything down to a disposable razor.Parking was available to me - directly outside the front door so couldn’t have been more ideal. Cocktails &amp; wine in the bar were delicious.",Nothing.,United Kingdom,Compact Double Room,2 nights ·,Group,January 2022,22 January 2022,,
10,Exceptional,"Nice room, delicious food good location.The lady at the reception desk always very helpful and friendly.",,United Kingdom,Compact Double Room,1 night ·,Solo traveller,December 2021,20 January 2022,,
10,,,,Singapore,Deluxe Double Room,1 night ·,Couple,January 2022,18 January 2022,,
2.0,great staff and amazing location,"nice quiet location, just off the main road. Good transport links nearby.  peaceful to sit in restaurant and do any work you need it is never overly crowded. Breakfast time can be a little busier than the rest of the day. Staff were extremely helpful and polite.",leisure facilities were highly booked up with limited slots. recommend to book in advance,United Kingdom,Deluxe Double Room,2 nights ·,Couple,January 2022,17 January 2022,,
10,brilliant staff love the easygoing attitude yet high standard.,brilliant stayed before going back says it all.perfect paradise in a central London can’t be beaten on atmosphere and comfort.,nothing to fault.,United Kingdom,Deluxe Double Room,1 night ·,Couple,January 2022,17 January 2022,,
10,Exceptional,Everything... literally everything,Could do with a menu in the room for room service. That is literally it,United Kingdom,Club Double Room,1 night ·,Couple,January 2022,16 January 2022,,
10,Daniel one of your best employees!,Very great staff especially Daniel! He was extremely accommodated and pleasant. He made sure everything was great for me and my friend.,,United Kingdom,Deluxe Double Room,1 night ·,Group,January 2022,12 January 2022,,
10,Exceptional,Clean,Nothing,United Kingdom,Deluxe Single Room,2 nights ·,Solo traveller,January 2022,12 January 2022,,
2.0,I would not recommend it if you're looking for something alright.,"room was ok.bed was comfy, had good sleep. the aircomditioning is ok.location of the hotel was excellent for my work I had to go to.","they told me since its my first time staying there they'll ""upgrade"" me to a club room.the club rooms view was a dirty wall, dont understand how exactly thats an upgrade.the shower water was cold and was asked by the staff ""why is it cold?"" like i would know the answer to that.they said it takes 3 minutes for the shower to have hot water.when i completed my check in theres not enough information provided by the staff. friendly but not as expected.",United Kingdom,Deluxe Double Room,1 night ·,Solo traveller,January 2022,12 January 2022,1,
10,Clean friendly comfy great location and value,"Breakfast plenty selection, staff helpful and friendly especially the girls at reception nothing was to much trouble.",,United Kingdom,Compact Double Room,1 night ·,Couple,January 2022,11 January 2022,,
10,memorable,fabulous. I loved the room and the hospitality of the staff.,,United Kingdom,Compact Double Room,2 nights ·,Couple,January 2022,10 January 2022,,
10,Great experience,The staff was excellent. Specially Celina Keshmira was dedicated and great at customer service. Welcome feeling. She made my stay special. Food was great. Heated toilet floors was beauty even in a single bed room. Definitely recommend.,There's nothing i didn't like.,United Kingdom,Deluxe Single Room,2 nights ·,Solo traveller,January 2022,10 January 2022,,
10,Exceptional,when we arrived our room was upgraded to a bigger room at no additional cost. It was central location and comfy,,United Kingdom,Compact Double Room,2 nights ·,Couple,December 2021,10 January 2022,,
10,Amazing,I loved the Staff specially Daniel. He is someone very good and kind. All the Reception and restaurant staff took care of us very well since we arrived until we left. One of the best hotel staff I had in several trips I made. We felt at home and very welcomed and loved. THANK YOU SO MUCH TO ALL,,Portugal,Compact Double Room,5 nights ·,Group,December 2021,8 January 2022,,
10,Fantastic facilities,Spa facilities was fantastic,Cant think of any love it all,United Kingdom,Deluxe Double Room,1 night ·,Solo traveller,January 2022,7 January 2022,,
10,delightful,excellent location,everything was perfect,United Kingdom,Deluxe Double Room,1 night ·,Couple,December 2021,7 January 2022,,
10,Exceptional,very nice staff upgraded me to a bigger room the room had a microwave and fridge. everything was clean and stocked. close to the train station,,United Kingdom,Compact Double Room,2 nights ·,Solo traveller,January 2022,7 January 2022,,
4.0,Not worth the price to tolerate mice,Location was great to access Paddington Station,The fact that they have a 4* rating and prices to not match the fact they have a problem with mice. Encountered mice 2x during my stay. 1x in my room and the other whilst dining!,United Kingdom,Deluxe Single Room,2 nights ·,Solo traveller,November 2021,7 January 2022,,
10,Fantastic,"The rooms were clean, the hotel smelt incredible ! There was even a microwave in the room which is not very common. Overall, just fantastic will definitely be coming back &amp; recommending to others.",,United Kingdom,Compact Double Room,1 night ·,Couple,January 2022,5 January 2022,,
10,Good room at an affordable price would book again,How close it was to Paddington Station and central to things i needed to get to. The staff friendly and helped with any inquiries i had made,,United Kingdom,Club Double Room,1 night ·,Couple,December 2021,4 January 2022,,
10,Weekend break,"Excellent value for money, central location, parking available outside the hotel and not on street, near shops and restaurants and Paddington Station. Friendly staff, good facilities and clean.",Room a bit small but still very comfortable and very reasonably priced.,United Kingdom,Deluxe Single Room,1 night ·,Group,January 2022,3 January 2022,,
10,NYE Visit- Amazing,Really helpful and attentive. Would definitely visit again given its perfect location in central London. Would have loved to have stayed longer.,-,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,January 2022,2 January 2022,,
10,Exceptional,"Perfect location, good facilities, very clean, friendly staff and excellent value for money.",Nothing,Egypt,Deluxe Single Room,4 nights ·,Solo traveller,January 2022,2 January 2022,,
10,Great,Breakfast was complimentary which was a lovely surprise,"there was only one lift we could use, it was a bit inconvenient but fine",United Kingdom,Compact Double Room,1 night ·,Couple,December 2021,1 January 2022,,
10,pleasant!,"very attentive and friendly staff, everything you need, comfortable bed, big shower, clean, can get breakfast on the room which was great!! can’t fault our stay",,Australia,Deluxe Double Room,1 night ·,Couple,January 2022,1 January 2022,,
10,"fantastic location, fantastic bed, incredible breakfast and overall great hotel.","staff were friendly, the bed was absolutely amazing, best nights sleep we have had in a long time. breakfast food was fantastic. overall 100% recommend.",we were made to wait whilst they did a check on the room for 20 minutes … we felt they could have checked before we arrived.,United Kingdom,Club Double Room,1 night ·,Couple,December 2021,30 December 2021,,
10,exactly what we wanted,2 minute walk from Paddington station. staff were very friendly. the room we stayed in was extremely clean. the breakfast was spot on. couldn’t fault this hotel at all.,,United Kingdom,Deluxe Twin Room,1 night ·,Group,December 2021,30 December 2021,,
10,we will be back,amazing staff,we had to leave,United Kingdom,Compact Double Room,1 night ·,Couple,December 2021,28 December 2021,,
6.0,Pleasant,Staff was nice,Room wasn't tidy,United Kingdom,Deluxe Double Room,4 nights ·,Couple,December 2021,28 December 2021,,
10,Lovely place to stay.,"The hotel was lovely &amp; clean. The staff were friendly and helpful. Our club double room was a good size. There is also a spa, which is an added bonus.",,United Kingdom,Club Double Room,2 nights ·,Couple,December 2021,27 December 2021,,
10,Exceptional,friendly and helpful staff,,United Kingdom,Club Double Room,2 nights ·,Family,December 2021,26 December 2021,,
10,Would definitely come back again!,Very friendly staff!,,United Arab Emirates,Deluxe Twin Room,1 night ·,Family,December 2021,26 December 2021,,
10,"High quality service, excellent staff, great location, all round 10/10","Excellent staff service. They went above and beyond to rectify an issue. Hotel was clean, smelled incredible and had a lovely Christmas feel to it.",,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,December 2021,26 December 2021,,
10,great stay great staff,everything,,United Kingdom,Deluxe Double Room,1 night ·,Couple,December 2021,25 December 2021,,
10,Exceptional,"We booked a room at very short notice, having cancelled our stay at a spectacularly bad hostel, and we were very grateful to be allowed to check in early.. We only stayed a night, but the service was extremely good and the room was comfortable, warm, fresh-smelling, and with a lovely balcony window. Yes, it was small, but it had everything we needed and if we didn't have something, we just picked up the phone and the staff brought it to us immediately.We had lunch at the hotel restaurant. The menu was mainly Indian food - high quality, delicious, with lots of choice, and a wait time of only 15 or 20 minutes. The only down side was the small portion size. To give you an idea, one full portion of rice was served inside a coconut half-shell. It looked more like a starter, and we were still hungry after the meal - but then again, we didn't pay a lot for it. It would still be reasonably priced if you just buy a double portion per person.We will definitely want to stay here again on future visits to London.",,United Kingdom,Compact Double Room,1 night ·,Couple,December 2021,23 December 2021,,
10,Outstanding hotel with the best Indian food in London,Im.Excellent staff couldn't do enough for you .was given small bottle of prossecco for upcoming birthday. Indian food was the freshest and tastiest I've had in decades .the price for food and drink for a 5 star is incredibly cheap .outstanding hotel will use evertime I'm in London.,Nothing at all. Excellent hotel,United Kingdom,Compact Double Room,1 night ·,Couple,December 2021,22 December 2021,,
10,Perfect,The staff were absolutely amazing and I would definitely recommend this property.,,United Kingdom,Deluxe Double Room,1 night ·,Family,December 2021,21 December 2021,,
10,Exceptional,Very clean and good value for money . Breakfast was lovely,The bar shutting at 10pm could have done with staying open later,United Kingdom,Deluxe Double Room,2 nights ·,Family,December 2021,19 December 2021,,
6.0,Pleasant,"location was perfect, staff were very helpful and accommodating. beds were comfortable and showers were lovely.","Given a basement room on arrival that had a permanent low humming noise and flickering lights, made us feel as though we’d been put on the underground for the night. We asked to move room the next morning and were put in a lovely 4th floor room with a street view. All bags and clothes moved for us while we were out for the day which was very nice.",United Kingdom,Deluxe Double Room,3 nights ·,Couple,December 2021,19 December 2021,,
10,Amazing,"The hotel was lovely, clean and comfortable. The staff went above and beyond to make sure we were well looked after.",The room size was smaller than expected but still cosy.,United Kingdom,Compact Double Room,1 night ·,Couple,December 2021,19 December 2021,,
6.0,Basic hotel for 5 stars,Good location and near tube station. Bed was comfy and shower was nice. The room was ready to check in when we arrived at 9:30 AM which was great,We were in a basement room which had no direct sunlight. There was no towels in the room on arrival and the lock on the door didn’t work. Didn’t really have a 5 star feel,Ireland,Compact Double Room,1 night ·,Couple,December 2021,19 December 2021,,
10,Lovely hotel set in a convenient location,Good breakfast; rooms were well-furnished; friendly staff,,Indonesia,Deluxe Single Room,2 nights ·,Solo traveller,December 2021,16 December 2021,,
10,Brilliant Location,"Superb hotel very spacious rooms,staff were friendly and brilliant location",,United Kingdom,Club Double Room,2 nights ·,Couple,November 2021,14 December 2021,,
5.0,Comfortable but small,Location was very good . The look of the hotel from outside is excellent,The rooms we got had steps down into bedroom from corridor and the pictures on booking.com looked far better then they actually are. Very small rooms etc,United Kingdom,Deluxe Double Room,2 nights ·,Couple,December 2021,13 December 2021,,
10,I will stay always there whenever I am in the uk,staff and facilities,nothing,Egypt,Compact Double Room,1 night ·,Couple,December 2021,13 December 2021,,
10,Excellent stay amazing food and made to feel very welcome,This hotel was such a great find. The room was really lovely and had the best shower. The food on the hotel is of 5* quality don’t head out to eat please eat at the in-house restaurant. Staff are very friendly and you are made to feel welcome as soon as you walk through the door. Great location 5 minute walk from the tube station and 5 minutes from Hyde Park. The only reason I haven’t given this 5 stars is because the hotel didn’t have any champagne. I really can’t wait to return it was such a lovely stay we didn’t want to leave.,N/A,United Kingdom,Club Double Room,2 nights ·,Couple,December 2021,12 December 2021,,
10,comfortable  and enjoyable,location,nothing,Iraq,Deluxe Single Room,7 nights ·,Solo traveller,December 2021,12 December 2021,,
6.0,it was a nice weekend.,location,rooms noisy until we moved 2 times,United Kingdom,Deluxe Double Room,3 nights ·,Couple,December 2021,11 December 2021,,
10,Superb in all respects. A great stay,Perfect  location for us. Excellent self-service Breakfast. Very polite staff.,A price list for alcoholic beverages in the bedrooms.,United Kingdom,Club Double Room,2 nights ·,Couple,December 2021,10 December 2021,,
10,Exceptional,Staff were efficient and friendly.,,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,December 2021,9 December 2021,,
10,Best food!,Room service food is incredibleStaff are very friendlyLocation is great,Bathroom isn't great - not very clean,United Kingdom,Club Double Room,1 night ·,Solo traveller,December 2021,8 December 2021,,
10,Exceptional,clean staff are very professional,,Egypt,Compact Double Room,1 night ·,Couple,December 2021,7 December 2021,,
10,Exceptional,"Truly outstanding hotel, superb location for access to Hyde Park and surrounds. Brilliant service, courteous and professional throughout from all staff. Great quality breakfast, broad selection of items on offer. Rooms were well-appointed, clean and spacious. Parking at the property was fantastic, easy access by road but also on the doorstep of Paddington Station.",There's absolutely nothing not to like!,United Kingdom,Deluxe Double Room,1 night ·,Group,December 2021,5 December 2021,,
10,Exceptional,"styling was lovely, perfectly clean &amp; tidy. We were given a complimentary breakfast and offered a free second night but unfortunately we were unable to make use of this kind offer. 🤞 we are lucky enough to have the same offer on our next visit. Spa is much smaller than it looks but nice to chill in sauna &amp; hot tub for a short while. thank you",,United Kingdom,Deluxe Double Room,1 night ·,Couple,September 2021,3 December 2021,,
10,great experience,"the rooms and bathrooms we’re very clean. although small like most hotels in London, we had the best stay. the front desk staff are very helpful and responsive. will definitely make this my hotel for any future stays in london",nothing,Canada,Deluxe Double Room,6 nights ·,Couple,December 2021,2 December 2021,,
5.0,Passable,"liked the room. comfortable, decent size, modern. Very convenient for Paddington - a short walk. Friendly reception staff.","There website states it is AA 5 star rated - and AA website confirms this for accommodation - but the hotel generally was not what i'd expect of a 5 star hotel. Bar was small, and staff seemed inexperienced. No lemon or lime offered in a G&amp;T. No glass arrived with a beer. Wrong order given - received an ""Indian Spritz"" instead of Aperol Spritz (turns out they don't stock Aperol at what is supposed to be a cocktail bar. Small shower room. view of a steel fence from window. Spa was not what you'd expect - very limited.",United Kingdom,Club Double Room,1 night ·,Couple,November 2021,29 November 2021,,
10,Exceptional,"Enough storage space, bed and pillows were comfy. Whole room was clean as well as the bathroom. Staff were lovely and friendly.",,United Kingdom,Club Twin Room,1 night ·,Group,October 2021,23 November 2021,,
10,"loved it! great location, staff are very welcoming, helpful and kind, lovely rooms with air conditioning and comfortable",location and room comfort,quite dusty in the room,Russia,Deluxe Single Room,1 night ·,Solo traveller,November 2021,23 November 2021,,
6.0,Pleasant,It was near the rail station,The room was very small.  The day time employees were excellent.  The evening person was rude,United States,Deluxe Single Room,5 nights ·,Solo traveller,October 2021,22 November 2021,,
4.0,Disappointing,,The room was too small and in the basment with no widows on to the outside,Malta,Deluxe Single Room,2 nights ·,Group,November 2021,22 November 2021,,
6.0,Brilliant staff but not organised,lovely location and nice property- well looked after,Nothing property wise but late room check in due to room not being ready. Have to say the staff tried their very best but not organised.,United Kingdom,Deluxe Double Room,1 night ·,Couple,November 2021,22 November 2021,,
10,Exceptional,Everything was excellent,,United Kingdom,Deluxe Single Room,2 nights ·,Group,November 2021,21 November 2021,,
6.0,overall good but not comfortable at all in terms of the bed.,"The hotel was nicely decorated and very clean. The staff were amazing! They were friendly and very helpful. Breakfast was lovely and the location of the hotel is superb for getting around London, the hotel being a 10 minute walk from Paddington Station.","Our room was much smaller than it looked in the photos. The double bed was extremely uncomfortable, as were the pillows which resulted in little sleep.",United Kingdom,Compact Double Room,4 nights ·,Family,November 2021,19 November 2021,,
4.0,"It is London, Small expensive room but GREAT location!","Good location next to Paddington StationStaff were polite, helpful and trying very hard to accommodate your needsSimple and clean bathroomTea and cookie serviced, very much like London!","Thin wall, I could hear next room, hallway people walking and talking and everythingNot very nice bed, AC loud noise, the smell... carpets and linens were not very clean",Austria,Deluxe Double Room,3 nights ·,Solo traveller,November 2021,19 November 2021,,
5.0,"Great staff, top location, very average rooms","The staff here are great. So friendly, helpful and attentive. The location is also fantastic, right next to Paddington Station. The breakfast was also passable for price.","There is no way this hotel is of 5* Standard. The Single rooms are tiny, in the basement and smelly.",Germany,Deluxe Single Room,3 nights ·,Solo traveller,November 2021,17 November 2021,,
10,Excellent,"We booked a compact room and it was very compact. It was spotless, modern and great value for money.","It could’ve been slightly bigger as it was difficult to get dressed/undressed. To be very fair it was advertised as compact so I can’t complain. The hotel was fabulous, staff were helpful and professional. I would definitely stay there again but I’d pay the extra for a bigger room",United Kingdom,Compact Double Room,1 night ·,Group,November 2021,14 November 2021,,
10,Exceptional,"The staff were so polite, kind &amp; helpful. It was late when I arrived yet they were so pleasant. In the morning I had the same lovely experience. I will stay again for sure",Nothing,United Kingdom,Compact Double Room,1 night ·,Solo traveller,November 2021,13 November 2021,,
10,Exceptional,"The Chilworth was in a great location, it was boutique without the usual boutique hotel price tag attached.The foyer and bar area were week presented and plush… and smelled amazing!The rooms were comfortable a d compact yet perfectly formed.Staff were all welcoming, helpful and really pleasant, it was a joy to stay here.",NA,United Kingdom,Compact Double Room,2 nights ·,Solo traveller,November 2021,10 November 2021,,
10,Very helpful and friendly staff with great facilities.,Very comfortable and great location.,,United Kingdom,Compact Double Room,1 night ·,Solo traveller,November 2021,10 November 2021,,
10,chilworth stay 10/10,"location, staff and property amazing. all faultless.",n/a,United Kingdom,Club Twin Room,2 nights ·,Group,November 2021,8 November 2021,,
10,A five star stay!,Excellent value for money in this area.,Nothing!,United Kingdom,Deluxe Double Room,1 night ·,Couple,November 2021,7 November 2021,,
6.0,Excellent location.  Staff quick to resolve issue with sofa bed.,"Very pleasant and helpful staff.   Room felt clean. Excellent location,  a few minutes walk from Paddington Station.","Sofa bed made up without a sheet over the (stained) mattress,  and a cover only sitting on top of the duvet.  (Late night staff very quick to sort problem,  and hotel offered a discount upon checkout)Room next to lift so woken up in the night/ early morning by fellow guests waiting and chatting outside room.",United Kingdom,Deluxe Triple Room,1 night ·,Family,October 2021,6 November 2021,,
10,Exceptional,Beautiful hotel and it smelt really nice. Staff are incredibly helpful.,The bar closed at 10pm :-(,United Kingdom,Deluxe Twin Room,1 night ·,Group,November 2021,5 November 2021,,
10,excellent,friendly staffcomfortable roomgood location to train station nice breakfast,nothing maybe the fridge was noisy at night but that was a small issue,United Kingdom,Deluxe Single Room,3 nights ·,Solo traveller,November 2021,4 November 2021,,
10,Chilworth,great location,nothing,United Kingdom,Deluxe Single Room,2 nights ·,Solo traveller,November 2021,4 November 2021,,
10,Fab Hotel,It was very very nice location excellent breakfast very good.  I will be back,,United Kingdom,Compact Double Room,1 night ·,Couple,November 2021,4 November 2021,,
10,"clean rooms, lovely staff , perfect value",everything,nothing,United Kingdom,Deluxe Triple Room,1 night ·,Group,November 2021,1 November 2021,,
10,Lovely comfortable stay,Very comfortable room and bed.  Staff were really friendly and helpful. Great location!,,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,October 2021,31 October 2021,,
5.0,"In city for marathon, if their for city break would have been disappointed",The location of the hotel was great,The size of the room was beyond belief and we where in the basement with a tiny window next to the staff stairs.the room card never seemed to work. The breakfast considering it was classed as a well-being hotel was no where near the standard you would expect.,United Kingdom,Compact Double Room,2 nights ·,Couple,October 2021,31 October 2021,,
10,we had a fantastic first stay in london by ourselves. we will definitely be returning to this hotel.,"the location was brilliant, it was very clean and it was a lovely room.",it was very warm in the lobby and in the elevator and floors.,United Kingdom,Compact Double Room,1 night ·,Couple,October 2021,27 October 2021,,
10,I love it,Was so welcoming,Nothing I dislike,United Kingdom,Club Double Room,1 night ·,Couple,October 2021,25 October 2021,,
5.0,Good location for one night,Location is excellent,"Rooms much smaller than expected - hardly room for a suitcase on the floor. And despite advertising that the spa was available for guests it was difficult to book (only in person at the busy desk) and fully booked for the whole of our stay - I assume this was due to covid restrictions, but it would have been nice for there to be some information about this before booking",United Kingdom,Compact Double Room,1 night ·,Couple,August 2021,25 October 2021,,
6.0,Pleasant,"Location. Some staff good, some miserable.","The fire alarm went off, all up outside in the cold at 2am...apparently due to other guests breaching health &amp; safety. Not sureqhat that meant but would have liked to knowhoqrhey breached H&amp;S and whatcthe hotel did about it.",United Kingdom,Club Double Room,2 nights ·,Couple,October 2021,25 October 2021,,
3.0,Far from expectations.,The food &amp; drinks.,"Everything else. The room was far too small and even though I pressed the heating off it was still pumping out hot air so throughout my whole stay I had to leave my window wide open even at night otherwise I would boil to death. The reception had no idea we had already booked breakfast and dinner so we was not on the list to get in so the restaurant guy had to go and check with reception. There was no access to any of the spa unless you book it separately through a different website. The shower was tiny in our room. We had a fire alarm activation in the middle of the night (2am) we had a letter through the door the next day to say it was due to one of the other guests breaking fire, health &amp; safety regulations however when we asked reception for more information on what happened they said it was somebody taking a shower that set off the alarm. so that person was obviously lying to us because having a shower isn’t breaking the law??? The lift was the most tiny tiniest lift I had ever seen let alone used! For comfortable use it could only fit 2 people inside. Really disappointed that it was not worth the money we paid which was a hell of a lot for what we got. For London our capital they need to step up their game.",United Kingdom,Deluxe Double Room,2 nights ·,Couple,October 2021,25 October 2021,,
5.0,Average with GREAT location,The location was perfect for what we had planned,Fire alarm went off at 2:30am. Which is fine but could’ve been handled by the staff better. Key cards didn’t work on two occasions. Small room and either really hot or cold in the room.,United Kingdom,Deluxe Double Room,1 night ·,Couple,October 2021,24 October 2021,,
10,Amazing,"Absolutely loved everything about our stay here. It was my partner’s birthday so we got upgraded to a better room, had Prosecco and a beautiful decorated room waiting for us. Would highly recommend.",,United Kingdom,Compact Double Room,1 night ·,Couple,October 2021,24 October 2021,,
10,Pretty good,Service,House is a little bit small,China,Deluxe Single Room,11 nights ·,Solo traveller,September 2021,24 October 2021,,
10,We returned second time and didn't regret it,"We loved the location; the room was clean and spacious and staff was very friendly and helpful. A lovely staff member, Anna, remembered us from last time we were there and kept making sure we had all we needed.",,Slovakia,Compact Double Room,3 nights ·,Family,October 2021,21 October 2021,,
10,Exceptional,The location worked well. Room was nice. Staff were responsive when I requested items.,,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,September 2021,21 October 2021,,
6.0,"Nice located, comfy bed and helpful staff.",Very close to Paddington Station. Good access to the Hotel. Bed was nice and the room had a cooler. Street is quiet during the night. Restaurant in the hotel looks nice.,The room was on 3 levels which was quite weird. The Fire alarm went on without an explanation from the hotel and ruined my sleep. Was out in the hallway only wearing trousers and holding my shoes. Met other guest's which had also hurried out of their room.,Iceland,Deluxe Single Room,2 nights ·,Solo traveller,October 2021,20 October 2021,,
10,"Perfect, thank you","Fabous Hotel, right next to the tube and the parks.  Enjoyed a lovely varied breakfast.  The room was very clean and we were spoilt with chocolates and Fizzy. The staff were very friendly and attentive.",Nit picking... Noise from local building works and we upgraded the room but it was still on the small side.,United Kingdom,Club Double Room,1 night ·,Couple,October 2021,19 October 2021,,
10,Exceptional,Everything,Couldn’t fault it,United Kingdom,Deluxe Double Room,2 nights ·,Couple,September 2021,18 October 2021,,
10,Would stay again!,"The staff were lovely! The room was really comfortable and the location was spot on. There was one member of the housekeeping staff who was ultra attentive and friendly. Unfortunately we didn't catch her name (though we think it started with an ""N"") but she was a shining example of the stay!",Minor nitpick but the curtains in the room were very thin so it was constantly filled with sunlight.,United Kingdom,Club Double Room,2 nights ·,Couple,August 2021,18 October 2021,,
10,Exceptional,"However, the wonderful service we got from Chris, Daniel have made our stay memorable. We were extremely tired and jetlagged and the rooms made us feel comfortable and well rested the night after.Chris called to ask if everything was all right and I made a passing remark that the room felt smaller than I expected / imagined it to be and voila we had a new room tomorrow. We are sorry if we caused any problems for you, and thank you again for the wonderful gesture. The club room was great. Thank you Chris, Daniel and the team at The Chilworth. We'll be back!",The room was slightly smaller than what I imagined it to be. This was explained to us for it being a Victorian era building.,Malaysia,Deluxe Double Room,2 nights ·,Couple,October 2021,18 October 2021,,
10,London night,location and value. very good,two room was disappointing,United Kingdom,Deluxe Twin Room,1 night ·,Group,October 2021,17 October 2021,,
10,Exceptional,Friendly staff,,United Kingdom,Deluxe Double Room,1 night ·,Couple,October 2021,17 October 2021,,
10,FANTASTIC STAFF AND SERVICE,"I stay very frequently at the Chillworth Hotel as a corporate guest and my stays are always a very comfortable and pleasurable experience.The front of House Team is always fantastic, and I wanted to pay tribute to Anna, Paola and Kesniva (hope they are spelt correct!) who are a real asset to the hotel and are always very helpful and friendly on check in.The Club rooms are always very spacious and cosy and well laid out. The bathrooms are very tastefully designed, and the underfloor heating is an especially nice touch.I was pleasantly surprised during my last stay to find some delicious prosecco and chocolates waiting for me in my room when I arrived.I ordered an Indian meal from the in-house restaurant which was exceptionally tasty and most delicious.The beds are super cosy, and I always enjoy a great night’s sleep.It is not hard to see why this hotel enjoys a five-star rating as the staff, service and facilities within the hotel are outstanding.",,United Kingdom,Club Double Room,1 night ·,Solo traveller,October 2021,14 October 2021,,
10,"Fantastic stay, great value for money, will recommend to everyone.","Everything was excellent. All the staff were so helpful and friendly, nothing was to much trouble.",There wasn't anything to dislike.,United Kingdom,Deluxe Double Room,1 night ·,Couple,July 2021,14 October 2021,,
6.0,Pleasant,"Location , easily accessible to tube and Paddington station","Rooms are too small for 2 adults. The bed is small for 2 adults. Microwave not needed in the room, but the room should be big. It was difficult to walk past each other",United Kingdom,Compact Double Room,1 night ·,Group,October 2021,11 October 2021,,
10,Always a great hotel,"Lovely bedrooms, comfy bed, very clean, great shower, lovely staff",,United Kingdom,Club Double Room,1 night ·,Group,October 2021,10 October 2021,,
10,Exceptional,Room was very comfortable,,United Kingdom,Compact Double Room,2 nights ·,Solo traveller,October 2021,9 October 2021,,
10,Exceptional,Friendly staff. Excellent value for money. Good breakfast.,,United Kingdom,Compact Double Room,2 nights ·,Group,September 2021,8 October 2021,,
5.0,Not impressed,The hotel has a great location. The staff were very helpful. we really enjoyed our full English breakfast.,"The room was too small, very uncomfortable, no space for our luggage.",United Kingdom,Deluxe Double Room,2 nights ·,Couple,July 2021,6 October 2021,,
10,Excelent,It has everything you need for resting. Furthermore is quiet and well placed. Staff are amazing.,You can not clean yourselves mess. There is no tool in the wc:(.,Spain,Deluxe Single Room,1 night ·,Solo traveller,October 2021,2 October 2021,,
