score,title,likereview,dislikereview,country,rometype,intimelong,people,inrometime,reviewtime,help_vote,unhelp_vote
10,Memorable,"They were very accommodating. The room is big and has good view of the winter garden. Very comfortable, my toddler enjoyed it.",,United Kingdom,Deluxe Double Room,1 night ·,Family,June 2021,19 June 2021,,
8.0,Very good,Breakfast selection was amazing,Bed a little hard for my liking,United Kingdom,Family Room (2 Adults + 2 Children),2 nights ·,Family,June 2021,10 June 2021,,
9.0,Superb,Friendly staff comfy bed lovely atmosphere,Bar area for after dinner drinks very small,United Kingdom,Deluxe Double Room,1 night ·,Couple,May 2021,2 June 2021,,
8.0,Very good,Room and bathroom were very big compared to other London Hotels!,,Indonesia,Deluxe Double Room,1 night ·,Couple,May 2021,22 May 2021,,
10,Beautiful experience with such lovely staff,Well what can i say...We got engaged on Christmas day at the hotel and the staff even though Covid 19 pulled out all the stops ...my sincere regards to all the the beautiful staff who made it such a beautiful day.....the staff i respect so much ....words cannot describe what they did for my me and my darling Irma....and to top it all getting me those beautiful flowers for the engagement at the last hour was amazing.....will definitely stay there next time without any doubt.Thank you London Landmark and god bless,Nothing.....it was splendid,United Kingdom,Double Room,3 nights ·,Couple,December 2020,11 January 2021,,
9.0,Beautiful room,"Room, breakfast, bathroom",Some staff were a little unfriendly given the price of the stay,United Kingdom,Deluxe Double Room,1 night ·,Group,November 2020,8 January 2021,,
10,Lovely London stay,"Lovely big rooms, loved the breakfast area","Only thing is rooms a little dated and dusty, and would have liked bubble bath",United Kingdom,Deluxe Double Room,1 night ·,Couple,October 2020,28 December 2020,,
8.0,Very good,Room comfortable.,"Very expensive,  covid restrictions closed most facilities in the hotel which was unfortunate..",United Kingdom,Family Room (2 Adults + 2 Children),2 nights ·,Family,December 2020,21 December 2020,,
10,Romantic Location,"I loved the room size as well as the decor, very classy. Everything was clean and if a high standard. Breakfast and Dinner were equally exquisite and would definitely be visiting again.",Nothing. Everything was perfect.,United Kingdom,Double Room,2 nights ·,Couple,December 2020,14 December 2020,,
8.0,"Lovely, historic building. So spacious.",Loved dinner and breakfast in the winter garden. Lush and there was so much on offer for breakfast!,,United Kingdom,Deluxe Double Room,1 night ·,Solo traveller,December 2020,12 December 2020,,
10,"Unobtrusive luxury, highest standards of care from the staff, and beautifully decorated for Christma",Absolutely amazing 👍,,United Kingdom,Double Room,1 night ·,Couple,December 2020,6 December 2020,1,
10,Exceptional,Rooms and decor,Wonderful place,United Kingdom,Executive Double Room,1 night ·,Couple,October 2020,23 November 2020,,
9.0,Superb,,I didn’t like the fact we couldn’t use the pool,United Kingdom,Double Room,1 night ·,Couple,November 2020,8 November 2020,,
8.0,Was nice,Always like the landmark just a bit disappointed this time.,"No fillet steak available but was on the menu, no one checked on us to see if the breakfast was ok, we asked for white toast got whole meal. Coffee was lukewarm not hot.",United Kingdom,Executive Double Room,1 night ·,Couple,October 2020,19 October 2020,,
8.0,Excellent stay but for the price should include breakfast,Loved the decor and breakfast was tasty. Would recommend the salmon and eggs,For the price it should Include breakfast,United Kingdom,Executive Double Room,1 night ·,Couple,October 2020,18 October 2020,,
8.0,Very good,"Staff were very accommodating. We have two young children and they kindly let us have an early check in and late check out which was invaluable. Hotel is beautiful, location is great and rooms are stunning.",,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Family,October 2020,15 October 2020,,
8.0,Amazing stay!!,"Amazing, very comfortable and delicious food!",A little overpriced for food but very delicious,United Kingdom,Double Room,1 night ·,Couple,October 2020,11 October 2020,,
9.0,Superb.,"The food was excellent both evening meal and breakfast, great value for money.",,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Family,August 2020,26 August 2020,,
9.0,Superb,Room,,United Kingdom,Double Room,5 nights ·,Solo traveller,March 2020,16 March 2020,,
9.0,Classic place,"Big rooms and friendly staff, good location with a subway station right next to the hotel.",Rooms a little bit outdated but well maintained,Canada,Family Room (2 Adults + 2 Children),3 nights ·,Family,March 2020,15 March 2020,,
8.0,"Nice room, good location, breakfast and swimming pool need refinement","Clean, nice room, good location",They have changed the rooms since we last stayed which is a shame as the old rooms had a traditional high ceiling expansive feel to them.Swimming pool small and vastly over subscribed. I didn't really see the point in having one.Breakfast good but not really value for money. Too many pricing options. Buffet - interesting items but not actually that big a selection. The smallest poached eggs I've come across. Eggs florentine resembled a selection of canapes.,United Kingdom,Family Room (2 Adults + 2 Children),2 nights ·,Family,February 2020,13 March 2020,,
8.0,Beautiful. Iconic. Worth the cost? Probably not...,Beautiful iconic hotel - great breakfast and lovely concierge and doormen,"Staff at breakfast were rude and disorganised, not good. Objectively, the cost of the rooms is really not justified for what you actually get.",United Kingdom,Double Room,1 night ·,Couple,March 2020,13 March 2020,,
9.2,Superb,"Clean, Comfort, luxury, big room, friendly staff","The reservation call ( no answer) &amp; booking through email (they reply very late -  the room rates changed ) so i booked through booking.com But other than that , every thing was fabulous",Kuwait,Deluxe Double Room,8 nights ·,Family,March 2020,2 March 2020,1,
9.0,Superb,"large spacious rooms, clean and very friendly and professional staff.",,Cyprus,Deluxe Double Room,3 nights ·,Couple,February 2020,3 February 2020,,
8.8,Fabulous,Comfortable and clean Recommend for family to stay,Value is high,Kuwait,Family Room (2 Adults + 2 Children),8 nights ·,Family,January 2020,30 January 2020,1,
10,Wifes Birthday presents in London .,"The room was big and the bathroom was lovely,  staff was very friendly and helpful and the breakfast choice was amazing just a little expensive at £35 each.","I can't really find fault with anything but would say breakfast is overpriced but food was very nice, lovely hotel",United Kingdom,Deluxe Double Room,1 night ·,Couple,January 2020,5 January 2020,,
10,we were returning guests and we will do so again,All good,The weather!😃,United Kingdom,Executive Double Room,2 nights ·,Couple,December 2019,12 December 2019,,
8.8,Fabulous,Everythig,Noise and party at night not everyday,United Arab Emirates,Family Room (2 Adults + 2 Children),8 nights ·,Couple,December 2019,6 December 2019,,
8.0,We’d like to come back!,Lovely staff and a beautifully kept hotel. Great decor.,,United Kingdom,Family Room (2 Adults + 2 Children),2 nights ·,Family,December 2019,1 December 2019,,
9.0,lovely 5* hotel. rooms are great. staff excellent.,the staff are excellent. slight mishap with room and free upgrade without hesitation. pool is great,"the sauna is never hot enough, despite me having seen at least 10 guests complain on numerous visits",United Kingdom,Deluxe Double Room,1 night ·,Couple,November 2019,18 November 2019,,
8.8,Fabulous,Ambiance was very nice. Location was good too. Clean room and bathroom,None,Qatar,Double Room,1 night ·,Couple,October 2019,4 November 2019,1,
9.0,glad in this hotel,lobby,"stares , steps",Kuwait,Family Room (2 Adults + 2 Children),1 night ·,Family,October 2022,18 October 2022,,
8.0,Very good,breakfast,location,Saudi Arabia,Family Room (2 Adults + 2 Children),9 nights ·,Family,August 2022,25 September 2022,,
8.0,Staff very nice hotel is old,Staff very friendly Food was good but not a great choicePool and spa very good Room service prompt but again not a great selection,Hotel is a little old could really do with some renovation input Bars are small and don’t have a great selection of food or drinks,United Kingdom,Family Room (2 Adults + 2 Children),3 nights ·,Family,September 2022,21 September 2022,,
10,"Excellent setting, rooms and amazing staff",Checking staff went above and beyond to take my booking notes regarding my visiting purpose which was 10 year anniversary. They arrange a romantic room setup and also placed the room in a place that suited their occasion.All hotel staf were friendly and accommodating including the hotel from entrance greeter when seeing us in and out the doors every time. Also the Mirror bar staf were great as they extended the service time for us even after the  last minute of the hour,,United Kingdom,Executive Double Room,1 night ·,Couple,July 2022,30 July 2022,,
8.0,Very good,,No coffee machine or mini bar in room. Long queue for breakfast,United Kingdom,Executive Double Room,2 nights ·,Family,May 2022,29 May 2022,,
8.0,"It was an enjoyable experience, it could have been better for the prices charged.","The beds are very comfortable, the rooms and bathrooms big.",Some members of the staff need some extra training in dealing with people. A bit of maintenance in the bathrooms wouldn’t hurt.,France,Family Room (2 Adults + 2 Children),2 nights ·,Solo traveller,May 2022,13 May 2022,,
10,great stay hotel excellent,Amazing room and staff excellent,Attention to detail is needed when cleaning bedrooms,United Kingdom,Deluxe Double Room,1 night ·,Couple,May 2022,13 May 2022,,
9.0,good standard,gym - pool - staff,food not the best but good,United Kingdom,Executive Double Room,1 night ·,Couple,October 2021,31 October 2021,,
8.0,Very comfortable and cozy,"I liked the room decor, it was very cozy and made me felt homey. We had literally stayed before in the Ritz and it was so uncomfortably “old style”, to the point that even furniture was unfunctional, bed lumpy and floors not even and quiet under the carpet. Everything was screaming “it’s poorly renovated old house!”. The Landmark furniture was functional and although it has much more contemporary style, it wasn’t mentally tiring to be in their room, unlike in the Ritz. Comfortable bed, nice room darkening curtains, big bathroom, good breakfast (better than Ritz, by the way) and quite lovely interior for the whole house. Open atrium was very pleasant. Didn’t try the in-house restaurant or the pub.","We booked a big 50m2 room with a couch, bath and a extra space. Cost about 500€/night. What we originally got was a quite small corner room on the top floor, mostly slanted ceilings, two tiny windows, no couch, no bath and smelled of cigarette smoke. When I called and said this was not quite the room we booked, I got originally a very snippy reply the we got exactly the room we paid for. When i disagreed, they eventually transfered us to the other room. That one was very lovely, exactly as promised with all the necessary additions. But it was truly weird that they tried to pawn off first clearly an inferior room, I would not have expected that from a hotel of such level. Next time I have to not pay up front and argue on the place, but pay at the reception after viewing the room. The bellboy who helped with the luggage was very grumpy and already upfront off-mood because for some reason he assumed he is not getting tipped.",Estonia,Executive Double Room,3 nights ·,Couple,September 2021,28 October 2021,1,
8.0,Very good,The Rooms are very good,The food,United Kingdom,Deluxe Suite,1 night ·,Solo traveller,September 2021,3 October 2021,,
9.0,Was here post op so didn’t use facilities,Location to clinic,No restaurants in walking distance,United Kingdom,Double Room,1 night ·,Couple,July 2021,9 July 2021,,
8.0,Not as I expected.,"First, I need to say I was very excited about staying at the Landmark but in reality it wasn't that good. Yes, the facilities are nice the pool, the winter garden and food lovely but location wasn't ideal for us with a young child. Second, staff was polite but never felt ""warm"" I never saw a manager around or someone to to talk to me during my stay. Events like a wedding and functions in the evening made me feel a bit uncomfortable, people taking pictures around it felt like guest were a second thing. No I wont staying here again.","Events like a wedding and functions in the evening made me feel a bit uncomfortable, people taking pictures around it felt like guest were a second thing. No I wont staying here again.",United Kingdom,Family Room (2 Adults + 2 Children),2 nights ·,Family,June 2021,1 July 2021,1,
8.0,Very good,Beautiful atmosphere wonderful staff beautiful big room very clean. Very accommodating concierge.,"The room wasn’t ready, wasn’t told when I first checked in how long it was going to be.. wasn’t informed before I got there had to wait over two hours for our room to be ready with two children.. was accommodated with free beverages but it just took too much time out of my visit.. Parking was not easy..",United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Family,June 2021,11 June 2021,,
9.0,Good Hotel,The staff were very nice and the lobby was remarkable.,_ The Location_ I requested high floor room but they put me in the lowest floor.,Kuwait,Executive Double Room,1 night ·,Couple,July 2022,31 July 2022,1,
10,The Landmark London is good value for money. It just matches the cost. Great ambience. Staff great.,Love everything about the Hotel. Great standard.,Nothing. It was beautiful.,Nigeria,Double Room,3 nights ·,Couple,May 2022,2 May 2022,,
10,Fair,Rooms,Corridors smell,United Arab Emirates,Suite,2 nights ·,Solo traveller,June 2022,18 July 2022,,
10,Birthday Celebration,Went there for two nights for a birthday celebration and it was perfect. Staff were so attentive and went above and beyond with our special request. Room service ans breakfast was also great and very tasty. Highly recommend a stay here!,,United Kingdom,Family Room (2 Adults + 2 Children),2 nights ·,Family,July 2021,31 July 2021,,
10,Exceptional,Amazing hotel,,United Kingdom,Executive Double Room,2 nights ·,Couple,February 2020,17 February 2020,,
7.0,would love to re visit,The location,the room window and the curtain were dusty other than that everything was great,Saudi Arabia,Double Room,7 nights ·,Couple,October 2022,25 October 2022,,
6.0,Spacious rooms in a great location but noisy,This hotel is beautiful and the rooms are large and well furnished compared to most London hotels. It is in a great location with the tube and rail across the road from the hotel and a 15 minute walk to Oxford Street. Staff are friendly and helpful.,"Unfortunately the room was really noisy. We were in a room that looked over the atrium, which was beautiful but the noise travelled up into the room, especially the piano. The hotel is also popular with weddings on the weekends and the loud music from the reception could be heard in our room until 12:50pm at night. I have never had this issue on an outside room so have requested not to be in the atrium for future stays.",Kuwait,Executive Double Room,5 nights ·,Family,September 2022,2 October 2022,,
3.0,Poor,Location,"Vrry bad house keeping, no turndown service whatsoever, house keeping rang bell multiple times at 7 am also pathetic breakfast buffetUncourteous staff - behave like they are doing us a favour by giving us a room Unhelpful",India,Deluxe Double Room,1 night ·,Solo traveller,September 2022,30 September 2022,,
3.0,Poor,,"Very poor house keeping, no turn down service at all, house keeping staff rang the bell multiple times  at 7 am in the morning",India,Deluxe Double Room,4 nights ·,Solo traveller,September 2022,30 September 2022,,
6.0,"A beautiful institution, but the staff needs a overall refresh in service awareness","the location is great and the facility is amazing. beautiful architectural Bulding with a magnificent glass covered patio inner court. rooms are big, comfortable and well renovated. in general it could have been a perfect 10 score hotel unless the below","the outrageous service of some of the staff members definitely ruined the experience. especially exceptional (in negative manner) was the young mr. Shubam from the breakfast lounge. he is rude, arrogant and Lacks any basic service awareness. (the breakfast lounge was almost empty, but he decided to keep us waiting for almost 10 minutes for our table at the entrance, and when asked why, he was very rude and aggressive about it). unfortunately he is not alone (although he was definitely the worst) Tatyana from the bar was unwelcoming as we arrived for a night drink at 12:30 (the bar closes in 1:00). unfortunately the general feeling that you get from most of the staff is that they do you a favour, and definitely not welcoming. this comes as a surprise especially after it’s the only hotel I have ever stayed in that charges you IN ADVANCE 5% EXTRA AS A TIP FOR THE SERVICE….",Israel,Executive Double Room,3 nights ·,Solo traveller,August 2022,29 September 2022,,
1.0,average,when we arrived at 1pm the hotel could only check us in at 5pm not the 3pm but other guests were checked in before us.,could not check us in before when it was mentioned prior that this could be done before 3pm. then the check in was delayed until 5pm.,United Kingdom,Executive Double Room,3 nights ·,Group,August 2022,19 September 2022,,
7.0,Very pleased with our stay.,"Great location. Beautiful building and very attentive staff. Good size rooms which were cleaned very well, and good breakfast.",A service charge for room service of £24 per night was applied. Before anyone says its a new norm…. NO IT IS NOT! Especially not with £500 per night room. Spa facilities need upgrading. Looks a little bit tired. Take Bulgary spa as a benchmark and u will see many more customers returning.,United Kingdom,Deluxe Double Room,2 nights ·,Couple,September 2022,10 September 2022,,
2.0,Not going back there to stay. Maybe for dinner at Winter garden,Location good.,But staff need better customer service training. Also the noise during the day from the winter palm restaurant wouldn’t let me catch a nap in the day time.,United Kingdom,Double Room,4 nights ·,Family,August 2022,9 August 2022,,
5.0,Not worth the price,The main entrance and gardens are very beautiful and are a WOW factor for this hotel. It is a very grand and impressive hotel lobby and restaurant.,"I think for the price I paid (£1200+ for 1 night for 2 rooms) this hotel just didn’t hit the mark for me personally. I found the bed extremely hard/ firm, I didn’t like as you entered the room it had a strong scent of polish and cleaning products, I wasn’t keen on the room decor itself it seemed pretty dated and lacked wow factor like the rest of the hotel. It was very loud at night even being on the 6th floor I felt like my windows were open at one point the street noise was so loud. Our “view” wasn’t a view it was a building site / scaffolding and a half torn down building, other windows were too small to really see anything else out of. The cot they provided was old wooden with tatty cushion bumpers on it and not suitable for my 5 month old, I didn’t use it in the end. The sky didn’t work on my TV it kept stating signal lost after a while I just gave up with it. The bath plug didn’t work or shall I say it was just stuck in the bath so after all our showers there was a small bath that I couldn’t drain. At check in it was very slow and even when there was 3 people on the desk two people were dealing with one family instead of each taking on a new person for check in. My receptionist was nice and informative but struggled with her English. As a family we had a buggy and small children the little steps everywhere was a pain with the buggy, barely any slopes for wheelchair accessibility or pushchairs you would hit at lest 2 steps during your walk from one lobby to the restaurant / exit. We arrived at 2pm and wanted something to eat the receptionist explained they were most likely full and will need to wait and see if the severs could fit us in which was a let down as we didn’t want to be waiting around to try get “squeezed in” we just wanted to be able to eat in the hotel no problems. I wouldn’t recommend this hotel, I would visit to eat here or explore more the spa and enjoy a day visit but I wouldn’t recommend it for a overnight.",United Kingdom,Executive Double Room,1 night ·,Family,August 2022,7 August 2022,,
6.0,Pleasant,location room size spray in bathroom,old furniture high price,Saudi Arabia,Deluxe Double Room,7 nights ·,Group,July 2022,29 July 2022,,
2.0,miserable,location ; presence of rinser in the toilet &amp; room sizethe receptioned”Fedrica who is very clever &amp; the only &amp; only positive point in the property,service was very poorthey give us smaller than the room we selected upon arrival. i needed a lot of effort to fight for a bigger sized roomcleanliness was very poor &amp; one day i found blood stains on the covet sheetthey included charity &amp; non complusary charges in the receit  under the title “ accomodation service charges&amp; i think this is illegal They should ask me about these expenses before the include it. Sime people don’t know about this.when they wanted to block some more funds from my card they didnot inform me before doing it &amp; i only knew about it through my bank massege.The other members of my family were cheched in late &amp; when they asked the receptionest  about the reason he said that he forgot to inform them earlier that their room was readythey included 3.5% of funds for the conceirge service which is complimentary i each hotel,Kuwait,Family Room (2 Adults + 2 Children),14 nights ·,Family,July 2022,19 July 2022,1,
6.0,alright i guess,location and bed,not impressed with the food and closing times of facilities,Nigeria,Double Room,3 nights ·,Solo traveller,June 2022,10 July 2022,,
1.0,staff wanted to do as little as possible,breakfast,staff attitude,United Kingdom,Double Room,2 nights ·,Couple,June 2022,1 July 2022,,
1.0,Bad,"Location, clean, rooms","Service, staff, administration. New staff and people on reception, on accommodation department. A lot of troubles with services. Not good and not possible for 5 star.",United States,Family Room (2 Adults + 2 Children),1 night ·,Family,June 2022,30 June 2022,,
2.0,Very poor,excellent property,the staff attitude and services,India,Family Room (2 Adults + 2 Children),8 nights ·,Group,June 2022,22 June 2022,,
7.0,"Nice hotel, but we personally prefer other 5 star hotels in london for the same money.",,The hotel communal areas were lovely but the room just didnt have the wow factor that other hotels we have staid in have had for the same osrt of price.,United Kingdom,Family Room (2 Adults + 2 Children),2 nights ·,Family,June 2022,7 June 2022,,
7.0,the hotel is pretty and the location is superb.,the winter garden view is amazing and the location of the hotel and the big size of the rooms,the bathrooms were not clean we had to inform them twice to clean it properly and there were always hair of other people around the bathroom and towels. the bed was too stiff,Kuwait,Landmark Junior Suite,6 nights ·,Couple,May 2022,18 May 2022,,
4.0,I won’t be back,,Room was in need of renovation. No modern phone charging facilities. No filter coffee in room. The room is shown as large but most of the extra space is a passage way.,South Africa,Double Room,1 night ·,Solo traveller,May 2022,9 May 2022,,
5.0,Honestly disappointed,Had the style feel I was looking for and location was great.,Bed was like concrete! I asked and they made an adjustment that helped soften it so I could sleep but it was still not what one would expect for a 5 star hotel. I can honestly say it was one of the worst beds I have ever slept in during my lifetime. If it wasn't for this I would have rated the hotel an 8 or even a 9 but this is such an important feature of a hotel I am dumb struck at how hard it was (I actually thought they might have accidentally use a box spring instead of a mattress). I seriously considered sleeping on the floor instead (the carpet was plush and had more give).,United States,Double Room,10 nights ·,Solo traveller,May 2022,2 May 2022,,
7.0,pleasant but a little expensive considering other hotels I’ve stayed in London for same price were slightly better,the breakfast was fantastic as was the lobby and seating areas. bar was good,"room was very average for price paid, didn’t think it was worth the money",United Kingdom,Executive Double Room,1 night ·,Couple,March 2022,29 April 2022,,
7.0,a great oasis in the middle of London but overpriced,"the open atrium, the spa area.","breakfast should be included in the (high) price and £35 for breakfast is ridiculous. room service was slow. tv in the room didn’t work, an engineer came and fixed it but it felt like he wanted payment or a tip for his help!",United Kingdom,Double Room,1 night ·,Couple,March 2022,12 March 2022,,
5.0,"We enjoyed the location of this hotel very much, everywhere we wanted to go was a lovely walk away in a beautiful part o","The property is beautiful - the pictures reflect exactly what it looks like, it’s grand but not superficial, all of the staff were very friendly and lovely. it was a special weekend for us &amp; the hotel management had left lovely cards &amp; a cupcake in our room. It was a nice touch.","Unfortunately our room had a bad smell, it was like old cigarettes mixed with cleaning products &amp; didn’t seem to improve while we were there. It was very off putting. On the second night of our three night stay we were woken up repeatedly by loud, rhythmic music. We did not sleep well.",United Kingdom,Family Room (2 Adults + 2 Children),3 nights ·,Family,February 2022,7 March 2022,,
7.0,relaxing and luxurious,"gorgeous hotel, great food and drinks. Lovely and friendly staff. great Spa and really great massages and treatments!","The only thing that could be improved is the comfort of the beds, they are very firm and not the most comfortable to sleep/relax in. I’ve stayed in hotels that are not 5* where the beds have been more comfortable but other than that it’s a lovely place to stay and the Spa facilities are wonderful.",United Kingdom,Landmark Junior Suite,2 nights ·,Couple,February 2022,28 February 2022,,
7.0,wonderful and convenient stay in London. we would have liked to use the pool everyday but it didn’t feel too clean,"location, layout, staff",swimming pool was dirty and gym machines broken,United Kingdom,Family Room (2 Adults + 2 Children),4 nights ·,Family,February 2022,18 February 2022,,
5.0,it was ok not value for money,location was good close to everthings. the hotel is quite at nights,"stuff : specially room stuff weren't nice at all. In room food menu: terrible , when we called nothing was available and nothing halal ! other hotels in London like dorchester ..etc has a special halal menu available 24 hrSpecial offer: it was written in the hotel web page there were many offer , like 2 nights and the 3rd for free . Once we arrived there and asked for the offer to be added to our reservation they said it isn't possible. receptions stuff always rude",United Kingdom,Double Room,9 nights ·,Family,January 2022,13 February 2022,,
2.0,Very noisy. Not that clean. Great pool and food.,beautiful interior design. swimming pool.,The toilet was dirty. It had not been cleaned properly. It was also so noisy. Someone knocked on my door at 8am even though I had DND on. I could also hear other rooms being cleaned.,United Kingdom,Double Room,1 night ·,Couple,January 2022,14 January 2022,,
3.0,Poor,I asked for a non-smoking room and was given a room on a non-smoking floor. the room stank of smoke and spoilt our stay,,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Couple,December 2021,9 January 2022,,
6.0,Great location with Great Spa but better hotels in London for the price.,spa was great and impressive hotel entry in a very good location.,family room was not set up for 4 people. not enough cups glasses or towels. side tables were missing and not enough comfortable  seating for 4. only two robes. windows were locked shut.,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Family,December 2021,13 December 2021,,
6.0,was nice,the look of the hotel,we was told the bar would shut at one and it was 12,United Kingdom,Executive Double Room,1 night ·,Group,December 2021,5 December 2021,,
6.0,"Nice hotel, great location.",Location was excellent. Staff were very attentive.,There was nothing in the room to tell us about all the restaurants/bars opening times etc. Usually there is a handbook with information.The pool said children were allowed in until 10:30 so we got there after this time yet it was still full of children. The cleaners took our hand towels and didn't replace them.,United Kingdom,Deluxe Double Room,2 nights ·,Group,November 2021,15 November 2021,,
4.0,Average,LocationGarden room,The spa was too small. Sauna didnt really work. Showers and pool were cold.,United Kingdom,Double Room,1 night ·,Couple,November 2021,7 November 2021,,
7.0,excellent well enjoy thanks for having us,very different also welcoming with great service,things need be updated in rooms very dull autophere,United Kingdom,Family Room (2 Adults + 2 Children),2 nights ·,Group,October 2021,1 November 2021,,
3.0,Disappointing. I had received a strong recommendation from my FIL who stays there regularly.,"The location, breakfast and atrium",The room smelt of cigarettes the whole time we were there. The whole 5th floor corridor stank. The solution was to come and spray a chemical fog of glade and open a window a chink. It still smelled. There were always very long queues for reception. Not enough staff.,United Kingdom,Deluxe Double Room,1 night ·,Family,October 2021,27 October 2021,1,
2.0,Very poor,"I emailed requests before arriving, the hotel confirmed the requests but didn't complete them.",Hotel was clean,United Kingdom,Deluxe Double Room,1 night ·,Family,October 2021,21 October 2021,1,
7.0,Good,Location is excellent.Food is quite good,"Unreliable internet. Had significant issues with accessing a stable internet.Needed using mobile hotspot for business meeting. Mentioned it at the reception on checking out, whilst they apologised, they didn’t feel the need to compensate me (I never asked).",United Kingdom,Double Room,2 nights ·,Solo traveller,September 2021,29 September 2021,,
6.0,Overrated Hotel,The decor is elegant and beautiful! the location is perfectZ,Most of the front of house staff have a pompous attitude about them. The food is the most bland food I have ever tasted,United Kingdom,Deluxe Double Room,1 night ·,Couple,September 2021,24 September 2021,,
7.0,Good,Excellent location for sightseeing. Love spa areaFriendly staff,Couldn’t open the windows for fresh air,United Kingdom,Double Room,2 nights ·,Family,September 2021,14 September 2021,,
2.0,Bridal stay,"I’ve dined at the landmark several times before and loved how it looked. Their food is delicious, welcoming staff","Decided to stay two nights with my Mr. We were extremely disappointed. We found balloon canisters laying around the room. The one that kids use to get a giggle these days. The bathroom was extremely dirty, there was marks everywhere, which when I wiped it went. We were extremely disappointed, we expected it to be extra clean especially during a time like this. We had booked the spa/pool, but after seeing the dirt around the room we didn’t want to risk entering dirty water or eat at the hotel. I honestly cannot put into words how disappointed we were with our stay.",United Kingdom,Deluxe Double Room,2 nights ·,Couple,September 2021,7 September 2021,,
7.0,Good,It was nice and clean place,You hear everything when you close your room doorVery noisy you hear every thing in the corders even you know when someone is walking,Kuwait,Double Room,4 nights ·,Couple,September 2021,6 September 2021,,
7.0,"Great location, good room size (family room), pool has issues &amp; breakfast could be more plentiful.","Great room, breakfast was decent but perhaps a bit more selection needed for high end hotel.   Amazing location and lovely grand lobby.","We picked this hotel in the middle of heat wave because it had a pool - it appears that there are ""members"" of this pool who are not hotel guest who made it rather uncomfortable for hotel guests to swim... ie they are swimming laps and very cranky and verbal to hotel guests.  Terribly unfair.  Also, i left my Iwatch charger in the bed in my room and house keeping said it was not there.  I know it was.  Anyway... all in all a fabulous hotel and we enjoyed our stay.  A few little tweaks could have made it exceptional.",Canada,Family Room (2 Adults + 2 Children),2 nights ·,Family,July 2021,2 September 2021,,
7.0,Good,Great location,Room was dusty and could have been cleaner. Children’s tent wasn’t set up as promised and had to ask for it twice,United Kingdom,Family Room (2 Adults + 2 Children),2 nights ·,Family,August 2021,23 August 2021,,
7.0,Good,"It was clean, great location, delicious food, friendly staff.",Atrium was noisy during wedding times.,United Kingdom,Executive Double Room,3 nights ·,Couple,August 2021,23 August 2021,,
7.0,"Beautiful hotel, brilliant staff, dated rooms.","The staff were amazing from start to finish, everyone was so pleasant and went out their way to help. The breakfast was also extremely nice so definitely worth the breakfast upgrade!",The rooms are a bit dated and could use a refresh with some more socket locations. The bathroom is lovely however the shower isn’t very good and there was also quite a bit of hair in the shower that hadn’t been cleaned i.e wrapped around the tap.,United Kingdom,Deluxe Double Room,1 night ·,Couple,August 2021,10 August 2021,,
7.0,Beautiful stay but shame about the loud noise,The room was beautiful and the winter garden was lovely. The staff were generally really nice and the food in the restaurant was delicious. They made a few modifications for us as my mum is a little fussy about her food so that was nice of them.,Both nights there was a wedding on. The first night it was fine but the 2nd night our room seemed to be above the ballroom. We called down at around 12.30am to say we were finding it hard to sleep from the noise and the duty manager told us it would stop at 1am. It didn't stop until around 1.20-1.30am. Thats very late for a hotel wedding. It was a real downside because we had an early morning and you don't expect that in a 5 star hotel. A good nights sleep is one of the basic things you expect. The bass was really bad. We did complain and they apologised but it's not acceptable considering the price of the room,United Arab Emirates,Family Room (2 Adults + 2 Children),2 nights ·,Family,July 2021,4 August 2021,1,
6.0,There was no hot water and it is hotel policy for everyone to wear a swimming hat in the pool.,The building is beautiful and the rooms are a very good size,,United Kingdom,Family Room (2 Adults + 2 Children),2 nights ·,Family,July 2021,15 July 2021,1,
7.0,Good stay but needs to invest in the people,Very clean. Great suite and overall a nice stay.,"Attention to detail was lacking, especially given as it is a 5 star hotel. Had to chase up various requests whether that be room service or breakfast order. If they can address this there was nothing to complain about.",United Kingdom,Executive Double Room,1 night ·,Couple,July 2021,12 July 2021,1,
5.0,Dated,Staff were very attentive,"Room was dated.  No plugs by the bed or anywhere really in the entire suite.  Had to have my laptop, ipad, phones on the floor charging on other side of the room",United Kingdom,Deluxe Suite,2 nights ·,Solo traveller,June 2021,23 June 2021,,
7.0,Impressive build can modernise the experience,An impressive building. Friendly staff.,Our room - the tap was broken.The hotel doesnot seem to be environmentally conscious.At checkin we were not made aware we need to book to use the spa in advance so in the end could not use it.,United Kingdom,Double Room,1 night ·,Couple,June 2021,12 June 2021,,
5.0,"It was okay, but..",,"I felt like the room smelt of cigarettes. Was a long walk, the room was literally at the end of the corridor. I asked about the pool only to find out it was already fully booked. Was expecting more from this hotel.",Poland,Deluxe Double Room,1 night ·,Solo traveller,June 2021,8 June 2021,,
