score,title,likereview,dislikereview,country,rometype,intimelong,people,inrometime,reviewtime,help_vote,unhelp_vote
10,Excellent stay,Friendly staff. Great location,Room a little dated but perfectly adequate,United Kingdom,Club Double Room,1 night ·,Couple,March 2022,2 March 2022,,
10,Exceptional,How friendly staff were,Noisy at night. Restaurant is very small.,United Kingdom,Premier Double Room,2 nights ·,Family,February 2022,28 February 2022,,
10,Great Hotel,"Location was perfect as it was central to everything we needed,  Room was lovely and very nice touch by the hotel to receive an upgrade with it being my partners birthday along with complimentary wine, fruit,cake &amp; balloons really lovely touch &amp; very much appreciated",,United Kingdom,Premier Double Room,2 nights ·,Couple,February 2022,28 February 2022,,
10,lovely weekend,location and staff were excellent,nothing,United Kingdom,Premier Twin Room,1 night ·,Family,February 2022,28 February 2022,,
6.0,expensive for facilities overall ok,nice central hotel,no water for first day so no showering! breakfast area not big enough and cold with door constantly opening on to street area.glasses should be washed in a machine not over the sink with no soap at all!! overflowing bin in kitchen area.. food was ok but hygiene could be better.,Ireland,Junior Suite,2 nights ·,Family,February 2022,27 February 2022,,
10,Great relaxing break,Superb location with super friendly staff,,United Kingdom,Club Double Room,2 nights ·,Couple,February 2022,26 February 2022,,
10,"It was great, the breakfast was superb, enjoyed my stay","great location, staff were excellent",I don’t really have any complaints at all if I was to suggest anything it would be be snagging in the shower room. Reseal….,United Kingdom,Premier Double Room,1 night ·,Solo traveller,February 2022,24 February 2022,,
10,Exceptional,"Very well equipped, lovely bathroom and very comfortable. Breakfast was excellent, reception staff most helpful. Brilliant location for nearby theatres.",Nothing,United Kingdom,Premier Single Room,1 night ·,Family,February 2022,23 February 2022,,
4.0,"Great location, but much more attention to detail needed with facilities, fixes, cleanliness and temperature!! Breakfast","Fantastic location for Chinatown and theatre district. Great access to tube. Good water pressure, nice products, good full English breakfast.","First impressions… Dead plants in the hallways to the room, bar overflowing with used crockery and bar staff had to have instructions to put together a gin and tonic!Although the twin room we had was tiny, it was well equipped, however as the evening went on more problems became apparent. The toilet flushed and then wouldn’t stop flushing (for hours!) not great when you get up in the middle of the night!!  The tap in the wash bowl would not stay on, the level would slowly just close with its own weight. More attention needed in cleaning; the back of the bathroom door, and the curtains when drawn for example, loads of dust and oily looking splash marks…. Also the room was SO HOT!!! unable to open the window for the noise in the street, and then early morning the building started in the street, but the mattresses had duvets used as mattress protectors which just added to the heat, and there was no let up. Got to the point where we went to call reception (about the toilet flush) and then realised the phone wasn’t even connected/plugged in… the actual plug pin was broken and left unplugged, so gave up in the end!!",United Kingdom,Premier Twin Room,1 night ·,Family,February 2022,21 February 2022,,
10,"it was a lovely hotel, close to the theatres and good value.","it was clean, very good location and the breakfast was very good.","the location was ideal, the room large and comfortable.",United Kingdom,Premier Double Room,1 night ·,Couple,February 2022,21 February 2022,,
5.0,Great location but not 5 star,All of the ladies who work there are very friendly and welcoming. The bed was comfortable and the shower was powerful.,"The room hadn't been hoovered and I had to ask twice before it was done. The breakfast was very disappointing, no fresh bread rolls and only one type of very hard, defrosted bread roll.",Germany,Premier Single Room,2 nights ·,Solo traveller,February 2022,21 February 2022,,
10,"Comfortable, restful and all round great!","The location is perfect for accessing the West End, with many shows on the doorstep of the hotel. The staff were incredibly welcoming and friendly, and the room was superbly comfortable for our overnight stay, with all the amenities we'd need. It was easy and simple to access the hotel within a few minutes walking from a number of tube stations. There were also an exceptional amount of unqiue restaurants within local reach, as well as all the variety in between (high street chains, high end restaurants, quick bites, light bites etc.,). Breakfast was a wonderful added bonus; full English and continental on offer and a lovely unique room to have breakfast hosted in.",Nothing to add here!,United Kingdom,Premier Double Room,1 night ·,Couple,February 2022,20 February 2022,,
4.0,Not worth the money,The only good thing was the location,"The rooms are tiny and the electrics were broken when we arrived, got shown to another room that smelled.",United Kingdom,Premier Double Room,1 night ·,Couple,January 2022,20 February 2022,,
10,Exceptional,The room was a good size and even know it was on a main street the noise did not bother us.  It was a perfect location for the theatre we had booked a 10 minute walk away and very close to Regent street for shopping or just window shopping and plenty of restaurants to choose from.  Will definitely book again.,,United Kingdom,Premier Double Room,2 nights ·,Couple,February 2022,19 February 2022,,
6.0,at best average but location is amazing,the location,the room was a bit tired. plug socket hanging out staff did not replenish tea and coffee or bathroom soaps etc.,United Kingdom,Club Double Room,2 nights ·,Couple,January 2022,18 February 2022,,
10,Enjoyed and if ever in London again would definitely stay there again,"Staff really friendly,cosy room and really clean,think the cracked mirror should be repaired on the wardrobe though as that’s the first thing u see but it didn’t spoil my night and breakfast was lovely.",View of Rubbish out the window not the best .,United Kingdom,Premier Double Room,1 night ·,Couple,February 2022,17 February 2022,,
10,Amazing night complimented by excellent hospitality,The staff went above our expectations. We were celebrating our 10 year anniversary and they kindly not only decorated our bed but upgraded us and gave us complimentary wine too. The room was stunning and spacious with a view of both the eye and the Shard. Location was so central. I will most definitely keep this hotel in mind for special occasions again and recommend to friends and family,We tried to call for room service but there was no answer. It wasn't the end of the world as we decided to come down for breakfast and understood it was probably quite a busy time for them,United Kingdom,Premier Double Room,1 night ·,Couple,February 2022,16 February 2022,,
4.0,Disappointing,The room was nice and comfortable,I was told the the breakfast was free and when I went to check out I was charged £60 for breakfast for 2 mornings,United Kingdom,Club Double Room,2 nights ·,Couple,February 2022,16 February 2022,,
6.0,4 star not 5,It was a good location,The food and room quality is not 5 star.  4 star maximum.,United Kingdom,Premier Double Room,1 night ·,Couple,February 2022,15 February 2022,,
10,a great location for theatre land,perfect location,"clean, easy, and comfortable",United Kingdom,Premier Double Room,1 night ·,Couple,February 2022,15 February 2022,,
6.0,Lovely anniversary stay however could of been better.,"The staff were all fantastic, very polite very welcoming and helpful. Lovely little restaurant attached to it. They had made the room special as it was our anniversary which was lovely. Lovely bowl of fresh fruit when you arrived.","Reception was quite small.The shower was quite dirty, broken fitting. We was woken at 7 by hoovering outside the room door.Matteress was slightly uncomfortable which affected sleep.",United Kingdom,Premier Double Room,1 night ·,Couple,February 2022,14 February 2022,,
6.0,Average but not worth the money,Friendly staff and great location.,"Very small bedroom and didn’t even have a double bed in it, was just slightly bigger than a single. Also only had a single duvet on the bed so had an uncomfortable night’s sleep.",United Kingdom,Premier Double Room,1 night ·,Couple,February 2022,14 February 2022,,
3.0,Not worth the money!,Location was brilliant!,"Hotel is very dated. Not worth the money at all. Rooms not hoovered, cup marks on bedside table, some odd stains on curtains and all the decor seen better days. Mis match patches in the carpet and bubbly wallpaper. Went for breakfast - 10 tables squashed into a small space - a cooked breakfast (bacon, sausage, boiled potatoes, half a tomato, boiled mushrooms and scrambled egg) which was cold. Continental breakfast was great until I found all the yogurts were out of date!! Second morning told to sit down and no order taken. People coming after us being served straight away. Asked for breakfast with beans and no mushrooms. Came with no beans and extra mushrooms. Asked again for beans to be brought a spoonful of cold ones. Asked for a white coffee and was served a black coffee in a juice glass. Also no white toast  available just 3 slices of stale brown. Also slowest lift in the world!!Defo not worth the money!",United Kingdom,Premier Double Room,2 nights ·,Couple,February 2022,14 February 2022,,
10,"fantastic staff, lovely clean room and great breakfast","beautiful building, lovely decor, clean, great location",nothing,United Kingdom,Premier Double Room,2 nights ·,Couple,February 2022,14 February 2022,,
10,highly recommend! exceptional service!,"the service was incredible, friendly and very welcoming!",n/a,United Kingdom,Four-Poster Suite,1 night ·,Couple,February 2022,14 February 2022,,
10,Fab hotel will definitely visit again,"Staff were lovely, we had a complimentary upgrade when we got there location was fabulous we were going to the theatre and every theatre was on our street within walking distance the room was clean all round brilliant hotel.",,United Kingdom,Premier Twin Room,1 night ·,Family,February 2022,14 February 2022,,
6.0,Acceptable,. The staff were very helpful and pleasant the location was very good,"The room was too small the second bed was very uncomfortable and we couldn’t use it , breakfast room not big enough for the size of hotel",United Kingdom,Junior Suite,2 nights ·,Family,February 2022,14 February 2022,,
10,"fantastic location for theatres and restaurants, and simply fabulous service","great hotel, really high standards and the staff are SUPERB! brilliant atmosphere and will definitely stay here again. Breakfast was amazing.",the bar shut early for a Saturday night in the West end?!,United Kingdom,Junior Suite,1 night ·,Family,February 2022,13 February 2022,,
10,Outstanding service,Staff went above and beyond for my parents birthday surprise trip. They got an upgrade and a personalised birthday welcome on arrival to the room. Breakfast times flexible.,No concerns,United Kingdom,Premier Double Room,1 night ·,Couple,February 2022,13 February 2022,,
10,Excellent,Loved the hotel they upgraded us because it was our anniversary couldn’t fault the hotel or staff at all will defo be going back.,,United Kingdom,Premier Double Room,1 night ·,Couple,February 2022,13 February 2022,,
10,"excellent, close to theatres.",booked a double room which on arrival was not ready but was upgraded to a four poster bedroom at no extra cost,nothing,United Kingdom,Club Double Room,1 night ·,Couple,February 2022,11 February 2022,,
10,Exceptional,"The location of the hotel was perfect for what we wanted. The staff, particularly Hannah, were amazing. We had our room upgraded with thanks to her, due to it being a special occasion. Breakfast was lovely- worth the money to fuel us for the day. Will definitely be staying again!",N/A,United Kingdom,Premier Double Room,1 night ·,Couple,February 2022,11 February 2022,,
10,Exceptional,"Made our anniversary very special.Staff were excellent. Very clean, very comfortable.",,United Kingdom,Club Double Room,1 night ·,Couple,February 2022,9 February 2022,,
10,looking forward to our next visit!,"Great room, lovely toiletries, extremely friendly and polite staff",,United Kingdom,Premier Double Room,1 night ·,Couple,February 2022,8 February 2022,,
10,lovely staff over all.,Hannah at the front desk was very helpful and happy in her job. so right away you felt welcomed and comfortable with your choice of hotel,nothing all good,Ireland,Premier Double Room,2 nights ·,Solo traveller,February 2022,8 February 2022,,
10,"FANTASTIC HOTEL, FANTASTIC STAFF.","We had a fabulous time in London, the staff at The Piccadilly were amazing Daniela and Savio checked us into our rooms and as it was My Daughters 18th and my Wife's 50 we were surprised with a bottle of wine and cake and even balloons in both rooms, This made our stay extra special. A very comfortable hotel right on the doorstep to China Town and all the theatre's.",,United Kingdom,Premier Double Room,1 night ·,Family,February 2022,7 February 2022,,
10,very welcoming hotel went above and beyond to make our stay amazing,comfortable room going the extra mile,nothing,United Kingdom,Premier Twin Room,1 night ·,Group,February 2022,7 February 2022,,
5.0,ok,,the room wasn’t as what we expected  very basic did not have the wow factor and for what we paid very over priced.,United Kingdom,Premier Double Room,1 night ·,Couple,February 2022,7 February 2022,,
10,Perfect location for the theatres,"The staff were friendly and inviting, the room was perfect for a London stay and the location was made for theatre goers!",,United Kingdom,Club Double Room,1 night ·,Couple,February 2022,6 February 2022,,
10,Perfect stay with the best location,"The location is literally perfect! Our room was not quite ready when we arrived, they were more than happy to store our luggage while we saw our show. Hotel staff are fantastic, Daniela especially is so lovely. my partner proposed during our trip and the hotel upgraded our room and added extra special touches for us. Totally went above and beyond! Breakfast was amazing, the best we have ever had in a London hotel. The bed was an absolute dream, so comfortable. Everything was exceptionally clean.","If I really had to find something negative it would be that staff were having conversations behind the bar in another language. Although it didn’t bother us, I know many people who would consider it to be rude. That really is me digging to find something though.",United Kingdom,Premier Double Room,1 night ·,Couple,February 2022,6 February 2022,,
10,A very comfortable stay in an amazing location.,"This hotel is in an amazing location for entertainment, food and sightseeing. The staff were extremely helpful and the room very comfortable. We will definitely stay there again.",Nothing,United Kingdom,Premier Double Room,2 nights ·,Couple,February 2022,4 February 2022,,
10,A fabulous break and cannot wait for a return visit!,Fantastic location and perfect for the theatre.The room was so comfortable with lovely furnishings and great little touches!Fabulous breakfast- delicious and all freshly cooked to order and loved the restaurant/bistro decor too!,The only thing was the traffic noise through the night but I suppose that is just the downside of being so central to everything!,United Kingdom,Premier Twin Room,1 night ·,Group,January 2022,4 February 2022,,
10,fablulous location and great front of house staff,brilliant location and the two guys at reception were fabulous. they couldn’t have been more helpful.,NA,United Kingdom,Premier Double Room,1 night ·,Couple,February 2022,4 February 2022,,
10,Incredible and Amazing,"Amazing professional and friendly staff.We stayed 1 night for my girlfriend’s birthday and they upgraded us to a better room. In the room we had balloons, a bottle ofwine, a small cake and a fruit platter all there for us… We felt very special…",,United Kingdom,Club Double Room,1 night ·,Couple,January 2022,1 February 2022,,
10,No request was too much,"The full english breakfast was lovely and hot - I couldnt eat it all just out of being full and there was plenty of buffet style cold food as well (cereal, honey, yogurt, fruit, meats). The room was compact but it seemed much better for space compared to airbnbs i looked at in the area - good for the price. The shower was lovely, no bath. Had a good nights sleep and the windows were even a little bit open. The room was a little hot but im confident we didnt try hard enough to fix that. We came down for Les Mis and I didnt even spot the hotel at first but it was a stones throw away from all the theatres. We also didnt have to go more than 5 minutes for chinatown, popular restaurants and bars/pubs. It was excellent for such a short stay and stress free.The staff were extremeley giving and friendly - they provided things we didnt even ask for or expect and then when my husband was cheeky on the way out they met his every request. Incredible service, and the hotel looks the part so I certainely felt like I was in the wrong place compared to the cheapest hotels that we normally stay at....",,United Kingdom,Premier Double Room,1 night ·,Couple,January 2022,1 February 2022,,
10,a fantastic 2 night stay and we will be back,it was stylish clean and right in the middle of London.the staff here were exceptional and made our stay even better than we had hoped,the only thing we would say is the breakfast was not to our preference. but it was served quicklyx,United Kingdom,Club Double Room,2 nights ·,Couple,January 2022,31 January 2022,,
10,Thanks for a wonderful experience.,the room was amazing.the breakfast was great!!!!!the staff were very helpful and friendly.the location was perfect. Even though the location was at the heart of the Theatre district the room was very quiet.,"The only thing I wish is that the breakfast was included considering the price to stay. However, I would come again because the hotel was very nice. Very clean and the bed was lush. Awesome place to stay.",United Kingdom,Club Double Room,1 night ·,Couple,January 2022,31 January 2022,,
10,very good location and comfortable,"very good location, close to Chinatown and the Soho",all ok,Spain,Premier Twin Room,1 night ·,Family,January 2022,31 January 2022,,
10,Exceptional,"They went out of their way to make our stay as special as possible, I had mentioned when booking we were there for my partners birthday, so they upgraded the room, put a bottle of prosecco and a desert and some balloons, the staff were extremely friendly and helpful, and I would recommend anyone to stay here. Location  is also great. Very close to numerous tube stations and in the heart of the West End which was an ideal location for us.",N/A,United Kingdom,Premier Double Room,1 night ·,Couple,January 2022,31 January 2022,,
10,Cannot fault the service I received! I would highly recommend staying here!,"Great location, staff were very helpful and friendly!",Nothing,United Kingdom,Premier Double Room,2 nights ·,Couple,January 2022,29 January 2022,,
6.0,Great location but very loud,"The location was fantastic. Staff were kind, professional and helpful. Rooms were small but done tastefully. Breakfast was lovely.","Unfortunately our room overlooked Shaftsbury Road and being a Friday night it was extremely loud. There was still shouting, loud noise, loud cars outside at 3am. This is our oversight as we didn’t realise how busy it was.",United Kingdom,Premier Double Room,1 night ·,Couple,January 2022,29 January 2022,,
10,We had a great stay and we were very well looked after,The Club Room was very comfortable Bed was great,,United Kingdom,Club Double Room,2 nights ·,Couple,January 2022,28 January 2022,,
6.0,great location but limited facilities.,location,"breakfast experience- room too small, cold and draughty. Initially no tables available so had to return to bedroom &amp; wait to be called. Limited menu choice. poor tomatoes&amp; mushrooms on the full English. small teapot for tea. slow service.   Some  bedroom lights not working, bed not made properly - twisted sheets.",United Kingdom,Club Double Room,1 night ·,Couple,January 2022,28 January 2022,,
10,fantastic.,"very welcoming. we received a free upgrade as we stayed for my husbands birthday, which was a lovely surprise and very appreciated. we were also provided with complimentary wine and fresh fruit in our room. the hotel location was fantastic. we will definitely book to stay again.",-,United Kingdom,Premier Double Room,1 night ·,Couple,January 2022,28 January 2022,,
10,Exceptional,Staff,Nil,Singapore,Premier Twin Room,5 nights ·,Family,December 2021,27 January 2022,,
10,"Great location, staff, room and breakfast, a really excellent all rounder!","Friendliness and welcoming staff on arrival.Breakfast was very good and well catered for, good quality full English too.",N/A,United Kingdom,Premier Double Room,1 night ·,Couple,January 2022,24 January 2022,,
10,Very enjoyable,Location was perfect for our weekend,Nothing,United Kingdom,Premier Twin Room,3 nights ·,Group,January 2022,24 January 2022,,
10,excellent,"brilliant location, excellent staff! They went above and beyond for my partners birthday and gave us a free room upgrade and complimentary bottle of Prosecco. it was a lovely touch. will be back again and will recommend to friends/family",would’ve liked two pillows and a room service menu,United Kingdom,Premier Double Room,1 night ·,Couple,January 2022,24 January 2022,,
10,Exceptional,,The Internet was showing full signal. But found it hard to connect to the Internet.,United Kingdom,Premier Double Room,2 nights ·,Couple,January 2022,24 January 2022,,
6.0,"With all the faults with the room it is a great location, good staff and would probably stay again.",The location of the hotel is excellent if you are visiting central London or going to see a show as we were. Clearly the room has fairly recently been modernised. The staff at the hotel are very friendly.,"Issues with quality of pillows was my partners biggest complaint as was the size of the bed, We were going to complain about the pillows but phone in room did not work so could not contact reception late at night. No Breakfast tea in the room although was provided once we mentioned this at reception earlier. Water pressure in the shower was poor. Noise from the AC unit outside the window until the early hours and first thing in the morning. Could not remove sub titles from the TV. The room was positioned directly opposite the lift so woken up by people in the corridor waiting for the lift. I am sure other rooms would be much better.",United Kingdom,Premier Double Room,1 night ·,Couple,January 2022,24 January 2022,,
3.0,Poor,"Scored this low due to the noise at night. Room 205 is right next to a members only club, the first night was fine but Saturday night was horrendous due to extremely loud music from the club till after 2am. When reporting this to reception the man up and said he couldn't hear anything (i even recorded it on my phone) said he couldn't move us due to no rooms but did go get us some ear plugs. Looking on trip advisor looks like they have had a few complaints about room 205. Rest of the hotel is really nice staff are lovely breakfast is nice but just don't stay in room 205",Room 205,United Kingdom,Premier Double Room,2 nights ·,Couple,January 2022,23 January 2022,,
10,Exceptional,Everything was fantastic.,,United Kingdom,Club Double Room,1 night ·,Couple,January 2022,23 January 2022,,
5.0,Thinks it’s better than it is.,Great location,"Had to ask for a kettle, only one coffee cup. Chaotic breakfast service, clearly cannot cope with such a small dining area. Should have booked a slot for breakfast at check in; guests queuing in the lobby for a table. Decor a little dated",United Kingdom,Premier Double Room,1 night ·,Couple,January 2022,23 January 2022,,
10,Expectations 100x succeeded,"The best hotel in London, hands down. the staff went above and beyond for us. It was my partner and my third year anniversary. They offered us a larger room, made the room very comfortable and romantic for us, offered a fruit platter and a bottle of red wine. We were in awe. They even hand wrote a beautiful note the Mrs plans on keeping. The staff were incredibly friendly and approachable. We could not ask for an iota more. They made our anniversary very special. We are so thankful.",,United Kingdom,Club Double Room,1 night ·,Couple,January 2022,23 January 2022,,
10,I stayed overnight with my daughter. Daniela customer relations manager was amazing. she met us on arrival and departure,superb location and great staff,nothing - all was good,United Kingdom,Premier Twin Room,1 night ·,Family,January 2022,22 January 2022,,
3.0,Poor,It was in a good location.,"the room was extremely small, beds are smaller. the shower and toilet were just not built for an above average human. there was a cold air draft from the windows. the lobby brought a package at 1 am. second night, a fire alarm went on and on..",Turkey,Premier Single Room,2 nights ·,Solo traveller,January 2022,22 January 2022,,
10,Exceptional,Staff were very polite and exceeded our expectations.  Location of the Hotel was just what we needed,,United Kingdom,Premier Double Room,1 night ·,Couple,January 2022,20 January 2022,,
3.0,the staff were lovely the location was amazing but the hotel wasn’t clean in the bathroom at all !!!,the location was perfect !!!,"the bathroom had mould, and dirt in it, the lifts were very tatty, the pillows were not great at all, we paid double what our friends paid and they got a better room, even though we had upgraded to a suit,",United Kingdom,Junior Suite,1 night ·,Couple,December 2021,18 January 2022,,
4.0,poor sleep,in heart of london,air con poor very hot room and if opened window very loud so bad night sleep,United Kingdom,Premier Double Room,1 night ·,Couple,January 2022,18 January 2022,,
3.0,Poor,Location it’s wonderful,,United Kingdom,Premier Double Room,2 nights ·,Solo traveller,January 2022,17 January 2022,,
10,Brilliant little hotel,Excellent service..Very helpful and will definitely be back,Liked everything,United Kingdom,Premier Double Room,1 night ·,Couple,January 2022,17 January 2022,,
10,Clean comfotable,The room was just so comfortable and lovely and clean,Nothing,United Kingdom,Premier Double Room,2 nights ·,Couple,January 2022,17 January 2022,,
5.0,Passable,Great location and comfy beds,Could hear music from the shop below my room and staff at the front desk were rude to us and others when checking in- staff on checkout were much more pleasant,United Kingdom,Premier Double Room,1 night ·,Family,December 2021,15 January 2022,,
10,Superb stay in Central London,We were upgraded to a four-poster room as it was my birthday. A bottle of prosecco was in the room on arrival. Hugely comfortable. Delightful staff. Delicious and very fresh breakfast. Would stay again in a heartbeat!,Nothing!,United Kingdom,Club Double Room,1 night ·,Couple,January 2022,15 January 2022,,
10,Exceptional,Everything,Nothing,United Kingdom,Premier Double Room,1 night ·,Couple,January 2022,14 January 2022,,
10,"One night in London for a show, great hotel",Booked two single rooms which were comfortable if small. Suited us perfectly,,United Kingdom,Premier Single Room,1 night ·,Family,October 2021,14 January 2022,,
10,Lovely stay at the Piccadilly thank you for making it so special for my birthday.,"Very clean and cosy, the staff were helpful and hospitable",,United Kingdom,Premier Double Room,1 night ·,Couple,January 2022,13 January 2022,,
10,superb,very comfortable spacious room,only complaint was the bathroom was very very small,United Kingdom,Premier Twin Room,1 night ·,Family,January 2022,13 January 2022,,
10,Would highly recommend if you want to stay in the heart of the West End.,Great hotel in an excellent location in Shaftsbury Avenue only 5 mins walk from Piccadilly Circus.  Really clean room (we had an upgrade which was lovely).  The staff were so helpful and would highly recommend.,"We didn't have the breakfast so can't comment on that, but it did look lovely.",United Kingdom,Premier Double Room,1 night ·,Family,January 2022,13 January 2022,,
10,Exceptional,Location is great! Very professional staff. Comfortable room.,Breakfast could be a bit better.,United Kingdom,Premier Twin Room,1 night ·,Couple,January 2022,12 January 2022,,
10,"Fantastic hotel, super friendly staff, great location","Staff were fantastic, celebrated my 40th birthday, they upgraded free of charge and made it extra special by leaving prosseco , balloons and a personal hand written card. They continously checked to make sure we had everything we needed.  Super comfy, my only negative comments are bed was a twin pushed together which was different heights and shower could have been more powerful, it didn't warrant complaining about and didnt affect our stay , would definitely stay again. Amazing location .","Double bed was a twin , different heights",United Kingdom,Premier Double Room,2 nights ·,Couple,December 2021,12 January 2022,,
6.0,Pleasant,the location to the west end / soho is spot on,very nice place,United Kingdom,Premier Double Room,2 nights ·,Couple,January 2022,11 January 2022,,
10,Perfect!,"The hotel was well situated, easy to find and upon arrival the staff were friendly and couldn’t have done more for us. We were escorted to our room by a the lovely gentleman and he advised us we had complimentary water and fruit and showed us where things were. The room was clean, tidy and very spacious. The shower was perfect and the beds were comfy too! Breakfast was between 7am-10am and it was delicious. There was also a variety of cold options and lots to choose from. Checking in and out was painless. Would definitely stay again.",Being at the front of the property the noise from the street was a little loud but you’re in the Center of London so certainly can’t be helped. Was nothing against the hotel.,United Kingdom,Premier Twin Room,1 night ·,Group,January 2022,11 January 2022,,
6.0,Very good location and friendly staff,,"Hotel could do with an updating, looks quite worn in places",United Kingdom,Junior Suite,1 night ·,Group,January 2022,10 January 2022,,
10,highly recommend and amazing value for money,"Amazing room, very welcoming, great proximity to best London shopping.",nothing,United Kingdom,Premier Twin Room,1 night ·,Family,January 2022,10 January 2022,,
2.0,"stay elsewhere, not clean, place is falling apart",location,"very over priced and very run down, £1300 for 4 nights, really not worth the money. advertised as a 4/5 star hotel and is far from it",United Kingdom,Premier Double Room,4 nights ·,Couple,December 2021,10 January 2022,,
10,Exceptional,Location is perfect,,United Kingdom,Premier Double Room,2 nights ·,Couple,December 2021,10 January 2022,,
10,"We thoroughly enjoyed our stay at The Piccadilly, the staff and facilities were perfect for us.","Everything about The Piccadilly was perfect.  The staff were really friendly and welcoming and helpful.  The room was perfect, comfy, quiet, 4th floor corner room so was great for a good night sleep.  Extras in the room were great, toiletries, slippers, water, coffee, fruit, all very acceptable.  The shower was great and the room was clean and in good condition, lovely decor, TV with music channels for some light entertainment while preparing for our days/evenings out.  The location was absolutely perfect for our trip to the theatre and we felt we had everything we needed at our fingertips, restaurants &amp; bars just round the corner and easy to access everywhere.  Great bag storage service so we could spend the day in town and then collect later at our convenience after checking out.  5 stars, no complaints at all.",We really could not fault this hotel at all.  It had everything we needed for a fantastic weekend away in the heart of the action. No complaints at all.,United Kingdom,Club Double Room,2 nights ·,Couple,January 2022,10 January 2022,,
10,Exceptional,"location was great, close to tube and theatres , the room was very clean, good size, comfy bed and the bathroom heated floor was a nice touch.",no issues,United Kingdom,Club Double Room,1 night ·,Couple,January 2022,10 January 2022,,
10,First class service,Absolutely awesome service everything about this stay made us smile Free upgrade because of wife's 50th and complimentry bottle of prossecco to help us celebrate. The staff want all out to make our stay special this hotel is up there with the best thankyou for making our stay special,Coming home,United Kingdom,Premier Double Room,1 night ·,Couple,January 2022,10 January 2022,,
6.0,great location for west end and China town. friendly staff.,"amazing location. really friendly, polite and helpful staff. good breakfast. fresh fruit in room  a nice touch",the room we had overlooked the main road. there was a huge draft coming through which made the room really cold even with the heating on. the noise from the road was really bothersome. The windows desperately need updating to help with both these issues,United Kingdom,Premier Double Room,1 night ·,Couple,January 2022,8 January 2022,,
10,perfect location for shopping and theatre. lovely comfy hotel. pe,lovely hotel. super comfy beds.,,United Kingdom,Premier Twin Room,1 night ·,Group,January 2022,8 January 2022,,
6.0,Location excellent and comfortable although some aspects could have been better for a 5* hotel,"Room was comfortable, although curtain ripped and mirror cracked. Breakfast was excellent with good service and wide choice. Location excellent and staff friendly.","Room service was not very good and had to keep asking at reception for items missed on cleaning. Tea, milk, water and even towels and toilet rolls! Fruit on arrival although told only on arrival although stayed 4 days at same price each night so fail to understand why this was the case.",United Kingdom,Premier Double Room,4 nights ·,Couple,January 2022,8 January 2022,,
10,Perfect location for a theatre trip to London 👌🏻,"Perfect location for our trip. Lovely &amp; Spacious, Bed was very comfortable, Room heating was perfect despite being on the front of the building. Staff were more than helpful, Overall a perfect hotel for our trip",Shower slightly on the small side.,United Kingdom,Premier Double Room,2 nights ·,Couple,January 2022,8 January 2022,,
6.0,Pleasant,great location good roomnice staff,spa not in use toilet was making loud noise all night,United Kingdom,Premier Double Room,1 night ·,Group,January 2022,7 January 2022,,
5.0,cold,location staffthe effort to look professional,heating wasn’t working or maybe wasn’t enough because there was a cold freezing air blowing through the window shower was not cleaned properly found hair still there,Oman,Premier Double Room,2 nights ·,Couple,January 2022,7 January 2022,,
10,Exceptional,location and staff amazing . nice hotel,,United Kingdom,Premier Double Room,3 nights ·,Family,January 2022,6 January 2022,,
4.0,perfect location and ok if you are not staying in the hotel for a long time!,location was fab!! staff were lovely I didn’t want to complain they were so nice,"breakfast time was not great if the hotel was busy it would have been a nightmare! no room service for £230 a night it would have been nice to have that option! the room was not great only one cup, a coffee machine and one pod of coffee, the bath plug didn’t work properly the shower was not great, it was just not a great room, for the money it cost, but the location was brilliant couldn’t fault that.",United Kingdom,Premier Double Room,1 night ·,Couple,December 2021,5 January 2022,,
6.0,I’d stay again but avoid the restaurant,location,the breakfast was poor,United Kingdom,Club Double Room,1 night ·,Couple,January 2022,4 January 2022,,
10,great location. perfect stay in London,location,how small and on top of everyone the breakfast was,United Kingdom,Premier Double Room,2 nights ·,Couple,January 2022,4 January 2022,,
10,Fantastic stay,The place was lovely and the staff were amazing! They went above and beyond in terms of customer service. The location is also brilliant.,Nothing!,United Kingdom,Premier Double Room,1 night ·,Couple,January 2022,3 January 2022,,
10,"Very enjoyable stay, thank you","Excellent location, really nice staff, the breakfast was superb, would highly recommend.",,United Kingdom,Premier Double Room,3 nights ·,Couple,January 2022,3 January 2022,,
10,Exceptional,"Clean, well maintained, good size room",,United Kingdom,Premier Double Room,1 night ·,Solo traveller,December 2021,3 January 2022,,
6.0,"great location , worst cleaning.",location was great.,housekeeping and cleaning of the room is disaster. there were some stains which seems they were there like 10 years. REALLY POOR CLEANING.,Turkey,Premier Double Room,4 nights ·,Couple,January 2022,2 January 2022,,
1.0,No sleep.,location was great.,"The worst night sleep I’ve ever had. The mattress was hard with pokey springs. The pillows were both hard and soft and very lumpy, as was the duvet. It was just impossible to sleep in such discomfort.",United Kingdom,Premier Double Room,1 night ·,Solo traveller,December 2021,31 December 2021,1,
10,"fabulous time, thank you",good location and great staff,nothing,United Kingdom,Club Double Room,1 night ·,Couple,December 2021,29 December 2021,,
6.0,decent stay. potential to be much better.,decent stay. dates hotel. needs upgrading. good location.,,United Kingdom,Club Double Room,2 nights ·,Couple,December 2021,29 December 2021,,
